"scaffold","number_of_loci","Sequence.Length"
"OLKM01005397.1",12,17314
"OLKM01005398.1",12,17311
"OLKM01005610.1",12,16588
"OLKM01005907.1",12,15622
"OLKM01005947.1",12,15488
"OLKM01006140.1",12,15027
"OLKM01006186.1",12,14908
"OLKM01006312.1",12,14596
"OLKM01006762.1",12,13466
"OLKM01006970.1",12,12970
"OLKM01006972.1",12,12961
"OLKM01007043.1",12,12770
"OLKM01007644.1",12,11212
"OLKM01007693.1",12,11047
"OLKM01007903.1",12,10460
"OLKM01008160.1",12,7433
"OLKM01000441.1",11,311421
"OLKM01000495.1",11,293847
"OLKM01000545.1",11,281514
"OLKM01000588.1",11,267483
"OLKM01000590.1",11,266996
"OLKM01000594.1",11,265803
"OLKM01000595.1",11,264865
"OLKM01000603.1",11,263548
"OLKM01000623.1",11,257212
"OLKM01000646.1",11,252168
"OLKM01000653.1",11,250605
"OLKM01000675.1",11,245743
"OLKM01000694.1",11,241383
"OLKM01000757.1",11,228254
"OLKM01000779.1",11,224224
"OLKM01000849.1",11,213351
"OLKM01000851.1",11,212914
"OLKM01000886.1",11,208445
"OLKM01000926.1",11,200844
"OLKM01000940.1",11,197806
"OLKM01000946.1",11,196553
"OLKM01000979.1",11,191224
"OLKM01000988.1",11,189698
"OLKM01001040.1",11,180415
"OLKM01001053.1",11,178766
"OLKM01001065.1",11,177018
"OLKM01001066.1",11,177000
"OLKM01001082.1",11,175221
"OLKM01001102.1",11,172576
"OLKM01001135.1",11,168439
"OLKM01001192.1",11,162483
"OLKM01001196.1",11,161619
"OLKM01001205.1",11,161002
"OLKM01001212.1",11,160413
"OLKM01001219.1",11,159514
"OLKM01001241.1",11,156017
"OLKM01001250.1",11,154789
"OLKM01001265.1",11,152389
"OLKM01001279.1",11,150907
"OLKM01001321.1",11,147921
"OLKM01001329.1",11,146975
"OLKM01001366.1",11,142237
"OLKM01001368.1",11,142022
"OLKM01001431.1",11,136329
"OLKM01001446.1",11,135023
"OLKM01001534.1",11,126285
"OLKM01001549.1",11,124182
"OLKM01001556.1",11,123354
"OLKM01001557.1",11,123156
"OLKM01001618.1",11,118702
"OLKM01001628.1",11,117976
"OLKM01001629.1",11,117948
"OLKM01001641.1",11,117116
"OLKM01001658.1",11,115703
"OLKM01001686.1",11,112961
"OLKM01001690.1",11,112603
"OLKM01001737.1",11,109624
"OLKM01001751.1",11,108569
"OLKM01001752.1",11,108391
"OLKM01001763.1",11,107249
"OLKM01001767.1",11,106852
"OLKM01001795.1",11,104876
"OLKM01001812.1",11,103778
"OLKM01001852.1",11,100983
"OLKM01001892.1",11,98209
"OLKM01001903.1",11,97486
"OLKM01001991.1",11,91407
"OLKM01002008.1",11,90028
"OLKM01002058.1",11,87390
"OLKM01002110.1",11,84657
"OLKM01002137.1",11,83345
"OLKM01002146.1",11,83063
"OLKM01002163.1",11,82135
"OLKM01002243.1",11,77605
"OLKM01002259.1",11,76651
"OLKM01002288.1",11,75524
"OLKM01002302.1",11,74871
"OLKM01002361.1",11,72519
"OLKM01002446.1",11,68729
"OLKM01002570.1",11,63581
"OLKM01002596.1",11,62078
"OLKM01002648.1",11,60007
"OLKM01002657.1",11,59583
"OLKM01002693.1",11,57843
"OLKM01002718.1",11,56989
"OLKM01002722.1",11,56800
"OLKM01002727.1",11,56646
"OLKM01002740.1",11,56258
"OLKM01002851.1",11,52378
"OLKM01002912.1",11,50327
"OLKM01002932.1",11,49513
"OLKM01003008.1",11,47122
"OLKM01003026.1",11,46511
"OLKM01003112.1",11,43735
"OLKM01003172.1",11,42286
"OLKM01003260.1",11,39969
"OLKM01003289.1",11,39447
"OLKM01003299.1",11,39228
"OLKM01003399.1",11,37226
"OLKM01003409.1",11,37053
"OLKM01003459.1",11,36108
"OLKM01003546.1",11,34260
"OLKM01003634.1",11,32844
"OLKM01003655.1",11,32564
"OLKM01003681.1",11,32201
"OLKM01003759.1",11,30454
"OLKM01003783.1",11,30024
"OLKM01003860.1",11,28823
"OLKM01003904.1",11,27999
"OLKM01003978.1",11,26978
"OLKM01004017.1",11,26482
"OLKM01004214.1",11,24238
"OLKM01004253.1",11,23947
"OLKM01004383.1",11,22824
"OLKM01004475.1",11,22145
"OLKM01004659.1",11,20797
"OLKM01004684.1",11,20636
"OLKM01004745.1",11,20275
"OLKM01004756.1",11,20227
"OLKM01004819.1",11,19865
"OLKM01005120.1",11,18347
"OLKM01005515.1",11,16898
"OLKM01005642.1",11,16472
"OLKM01005767.1",11,15984
"OLKM01005768.1",11,15982
"OLKM01005858.1",11,15742
"OLKM01006003.1",11,15340
"OLKM01006227.1",11,14796
"OLKM01006391.1",11,14408
"OLKM01006399.1",11,14380
"OLKM01006567.1",11,13926
"OLKM01006663.1",11,13685
"OLKM01006686.1",11,13637
"OLKM01006788.1",11,13404
"OLKM01006873.1",11,13196
"OLKM01006997.1",11,12893
"OLKM01007099.1",11,12622
"OLKM01007100.1",11,12621
"OLKM01007164.1",11,12462
"OLKM01007239.1",11,12244
"OLKM01007426.1",11,11848
"OLKM01007711.1",11,11002
"OLKM01007980.1",11,10167
"OLKM01008089.1",11,9005
"OLKM01008153.1",11,7645
"OLKM01000146.1",10,499846
"OLKM01000565.1",10,276424
"OLKM01000574.1",10,274466
"OLKM01000576.1",10,273659
"OLKM01000584.1",10,269372
"OLKM01000658.1",10,248695
"OLKM01000662.1",10,248250
"OLKM01000684.1",10,243369
"OLKM01000696.1",10,240581
"OLKM01000697.1",10,240329
"OLKM01000709.1",10,237543
"OLKM01000730.1",10,233720
"OLKM01000796.1",10,221612
"OLKM01000829.1",10,216729
"OLKM01000847.1",10,213522
"OLKM01000859.1",10,211482
"OLKM01000930.1",10,200109
"OLKM01000990.1",10,189078
"OLKM01001052.1",10,178830
"OLKM01001079.1",10,176113
"OLKM01001083.1",10,175101
"OLKM01001121.1",10,170432
"OLKM01001184.1",10,163077
"OLKM01001209.1",10,160758
"OLKM01001243.1",10,155940
"OLKM01001246.1",10,155391
"OLKM01001258.1",10,153624
"OLKM01001269.1",10,151852
"OLKM01001270.1",10,151748
"OLKM01001275.1",10,151565
"OLKM01001289.1",10,149976
"OLKM01001290.1",10,149959
"OLKM01001323.1",10,147680
"OLKM01001332.1",10,146622
"OLKM01001337.1",10,146026
"OLKM01001404.1",10,138988
"OLKM01001415.1",10,137811
"OLKM01001430.1",10,136533
"OLKM01001467.1",10,132590
"OLKM01001473.1",10,132108
"OLKM01001474.1",10,132036
"OLKM01001522.1",10,127332
"OLKM01001533.1",10,126420
"OLKM01001536.1",10,125553
"OLKM01001538.1",10,125194
"OLKM01001583.1",10,120675
"OLKM01001589.1",10,120394
"OLKM01001610.1",10,119328
"OLKM01001624.1",10,118406
"OLKM01001638.1",10,117188
"OLKM01001645.1",10,116573
"OLKM01001653.1",10,116209
"OLKM01001661.1",10,115548
"OLKM01001674.1",10,114294
"OLKM01001677.1",10,113824
"OLKM01001683.1",10,113241
"OLKM01001688.1",10,112731
"OLKM01001692.1",10,112580
"OLKM01001701.1",10,112246
"OLKM01001714.1",10,111360
"OLKM01001719.1",10,110973
"OLKM01001765.1",10,107156
"OLKM01001776.1",10,106210
"OLKM01001800.1",10,104493
"OLKM01001842.1",10,101699
"OLKM01001897.1",10,97671
"OLKM01001902.1",10,97493
"OLKM01001917.1",10,96129
"OLKM01001927.1",10,95295
"OLKM01001928.1",10,95282
"OLKM01001939.1",10,94653
"OLKM01001964.1",10,92570
"OLKM01001977.1",10,92015
"OLKM01001978.1",10,92008
"OLKM01001997.1",10,90896
"OLKM01002034.1",10,88718
"OLKM01002040.1",10,88513
"OLKM01002046.1",10,88125
"OLKM01002073.1",10,86546
"OLKM01002116.1",10,84296
"OLKM01002132.1",10,83625
"OLKM01002209.1",10,79302
"OLKM01002238.1",10,77832
"OLKM01002242.1",10,77665
"OLKM01002262.1",10,76503
"OLKM01002273.1",10,76197
"OLKM01002285.1",10,75612
"OLKM01002289.1",10,75471
"OLKM01002313.1",10,74461
"OLKM01002343.1",10,73350
"OLKM01002381.1",10,71491
"OLKM01002464.1",10,68085
"OLKM01002482.1",10,67041
"OLKM01002538.1",10,65031
"OLKM01002581.1",10,63106
"OLKM01002590.1",10,62405
"OLKM01002612.1",10,61631
"OLKM01002627.1",10,61020
"OLKM01002654.1",10,59648
"OLKM01002771.1",10,55234
"OLKM01002882.1",10,51355
"OLKM01002891.1",10,51085
"OLKM01002934.1",10,49453
"OLKM01002959.1",10,48523
"OLKM01002968.1",10,47916
"OLKM01002995.1",10,47386
"OLKM01003016.1",10,46736
"OLKM01003024.1",10,46518
"OLKM01003055.1",10,45594
"OLKM01003057.1",10,45503
"OLKM01003131.1",10,43212
"OLKM01003223.1",10,40934
"OLKM01003319.1",10,38754
"OLKM01003344.1",10,38380
"OLKM01003350.1",10,38302
"OLKM01003421.1",10,36745
"OLKM01003443.1",10,36399
"OLKM01003449.1",10,36281
"OLKM01003524.1",10,34727
"OLKM01003565.1",10,33952
"OLKM01003716.1",10,31473
"OLKM01003721.1",10,31363
"OLKM01003738.1",10,31038
"OLKM01003761.1",10,30407
"OLKM01003930.1",10,27694
"OLKM01003985.1",10,26820
"OLKM01004006.1",10,26632
"OLKM01004073.1",10,25812
"OLKM01004162.1",10,24731
"OLKM01004221.1",10,24195
"OLKM01004356.1",10,23042
"OLKM01004438.1",10,22436
"OLKM01004663.1",10,20774
"OLKM01004665.1",10,20766
"OLKM01004708.1",10,20501
"OLKM01004785.1",10,20080
"OLKM01004869.1",10,19548
"OLKM01004991.1",10,18999
"OLKM01005091.1",10,18495
"OLKM01005269.1",10,17760
"OLKM01005387.1",10,17341
"OLKM01005939.1",10,15515
"OLKM01005940.1",10,15509
"OLKM01006189.1",10,14905
"OLKM01006462.1",10,14202
"OLKM01006595.1",10,13865
"OLKM01006683.1",10,13642
"OLKM01006747.1",10,13504
"OLKM01006776.1",10,13421
"OLKM01006796.1",10,13391
"OLKM01006822.1",10,13325
"OLKM01006829.1",10,13302
"OLKM01007176.1",10,12430
"OLKM01007286.1",10,12128
"OLKM01007445.1",10,11808
"OLKM01007456.1",10,11783
"OLKM01008071.1",10,9493
"OLKM01008269.1",10,4327
"OLKM01000498.1",9,292864
"OLKM01000528.1",9,286248
"OLKM01000607.1",9,262231
"OLKM01000625.1",9,256836
"OLKM01000643.1",9,252707
"OLKM01000664.1",9,247880
"OLKM01000776.1",9,224640
"OLKM01000821.1",9,217333
"OLKM01000863.1",9,211327
"OLKM01000951.1",9,195278
"OLKM01000960.1",9,194273
"OLKM01000980.1",9,191090
"OLKM01001049.1",9,179509
"OLKM01001059.1",9,177895
"OLKM01001064.1",9,177061
"OLKM01001076.1",9,176321
"OLKM01001088.1",9,174100
"OLKM01001094.1",9,173100
"OLKM01001099.1",9,172739
"OLKM01001119.1",9,170642
"OLKM01001122.1",9,170371
"OLKM01001141.1",9,167769
"OLKM01001149.1",9,167153
"OLKM01001163.1",9,165970
"OLKM01001191.1",9,162619
"OLKM01001197.1",9,161601
"OLKM01001226.1",9,158733
"OLKM01001291.1",9,149918
"OLKM01001304.1",9,149129
"OLKM01001341.1",9,145500
"OLKM01001359.1",9,143852
"OLKM01001381.1",9,140997
"OLKM01001391.1",9,140123
"OLKM01001407.1",9,138815
"OLKM01001452.1",9,134378
"OLKM01001458.1",9,133709
"OLKM01001485.1",9,131657
"OLKM01001508.1",9,128170
"OLKM01001544.1",9,124814
"OLKM01001545.1",9,124717
"OLKM01001555.1",9,123375
"OLKM01001560.1",9,122733
"OLKM01001572.1",9,121383
"OLKM01001581.1",9,120744
"OLKM01001587.1",9,120428
"OLKM01001660.1",9,115597
"OLKM01001664.1",9,115344
"OLKM01001675.1",9,114255
"OLKM01001722.1",9,110811
"OLKM01001723.1",9,110774
"OLKM01001754.1",9,108339
"OLKM01001815.1",9,103496
"OLKM01001824.1",9,103102
"OLKM01001826.1",9,102913
"OLKM01001846.1",9,101387
"OLKM01001866.1",9,100312
"OLKM01001873.1",9,99924
"OLKM01001890.1",9,98287
"OLKM01001942.1",9,94322
"OLKM01001985.1",9,91634
"OLKM01001986.1",9,91585
"OLKM01002033.1",9,88732
"OLKM01002043.1",9,88306
"OLKM01002050.1",9,87899
"OLKM01002063.1",9,87106
"OLKM01002068.1",9,86729
"OLKM01002102.1",9,85255
"OLKM01002153.1",9,82752
"OLKM01002157.1",9,82562
"OLKM01002208.1",9,79351
"OLKM01002210.1",9,79260
"OLKM01002213.1",9,79077
"OLKM01002237.1",9,77838
"OLKM01002300.1",9,74906
"OLKM01002309.1",9,74664
"OLKM01002345.1",9,73180
"OLKM01002356.1",9,72691
"OLKM01002373.1",9,71877
"OLKM01002382.1",9,71437
"OLKM01002397.1",9,70861
"OLKM01002406.1",9,70544
"OLKM01002409.1",9,70358
"OLKM01002416.1",9,70084
"OLKM01002419.1",9,69935
"OLKM01002424.1",9,69806
"OLKM01002440.1",9,68877
"OLKM01002453.1",9,68436
"OLKM01002468.1",9,67900
"OLKM01002486.1",9,66988
"OLKM01002510.1",9,66106
"OLKM01002530.1",9,65159
"OLKM01002534.1",9,65092
"OLKM01002558.1",9,64263
"OLKM01002602.1",9,61905
"OLKM01002664.1",9,59217
"OLKM01002681.1",9,58295
"OLKM01002709.1",9,57241
"OLKM01002713.1",9,57089
"OLKM01002738.1",9,56366
"OLKM01002772.1",9,55207
"OLKM01002816.1",9,53757
"OLKM01002822.1",9,53470
"OLKM01002896.1",9,50892
"OLKM01002913.1",9,50324
"OLKM01002919.1",9,49999
"OLKM01002937.1",9,49378
"OLKM01002957.1",9,48602
"OLKM01002991.1",9,47448
"OLKM01003020.1",9,46557
"OLKM01003089.1",9,44439
"OLKM01003190.1",9,41854
"OLKM01003226.1",9,40886
"OLKM01003287.1",9,39485
"OLKM01003507.1",9,35054
"OLKM01003531.1",9,34640
"OLKM01003576.1",9,33797
"OLKM01003712.1",9,31599
"OLKM01003763.1",9,30358
"OLKM01003777.1",9,30104
"OLKM01003848.1",9,28943
"OLKM01003886.1",9,28347
"OLKM01003891.1",9,28284
"OLKM01004007.1",9,26615
"OLKM01004035.1",9,26304
"OLKM01004067.1",9,25877
"OLKM01004139.1",9,24969
"OLKM01004217.1",9,24216
"OLKM01004283.1",9,23656
"OLKM01004425.1",9,22523
"OLKM01004505.1",9,21908
"OLKM01004514.1",9,21867
"OLKM01004690.1",9,20611
"OLKM01004720.1",9,20434
"OLKM01004853.1",9,19644
"OLKM01004899.1",9,19411
"OLKM01004917.1",9,19325
"OLKM01004922.1",9,19311
"OLKM01004943.1",9,19224
"OLKM01005034.1",9,18785
"OLKM01005039.1",9,18749
"OLKM01005103.1",9,18397
"OLKM01005373.1",9,17389
"OLKM01005425.1",9,17204
"OLKM01005426.1",9,17204
"OLKM01005433.1",9,17179
"OLKM01005542.1",9,16822
"OLKM01005548.1",9,16799
"OLKM01005554.1",9,16777
"OLKM01005766.1",9,15989
"OLKM01005848.1",9,15776
"OLKM01005974.1",9,15412
"OLKM01006045.1",9,15238
"OLKM01006082.1",9,15162
"OLKM01006111.1",9,15093
"OLKM01006156.1",9,14988
"OLKM01006493.1",9,14124
"OLKM01006991.1",9,12910
"OLKM01007078.1",9,12687
"OLKM01007292.1",9,12107
"OLKM01007606.1",9,11313
"OLKM01007786.1",9,10803
"OLKM01007975.1",9,10186
"OLKM01007990.1",9,10141
"OLKM01008079.1",9,9322
"OLKM01000401.1",8,329745
"OLKM01000414.1",8,325593
"OLKM01000555.1",8,279483
"OLKM01000561.1",8,277605
"OLKM01000568.1",8,275741
"OLKM01000578.1",8,272978
"OLKM01000601.1",8,263714
"OLKM01000743.1",8,231394
"OLKM01000774.1",8,224863
"OLKM01000804.1",8,220346
"OLKM01000817.1",8,217703
"OLKM01000921.1",8,201710
"OLKM01000989.1",8,189619
"OLKM01000995.1",8,188285
"OLKM01001007.1",8,186439
"OLKM01001027.1",8,183595
"OLKM01001125.1",8,169595
"OLKM01001154.1",8,166720
"OLKM01001211.1",8,160510
"OLKM01001232.1",8,157201
"OLKM01001248.1",8,155324
"OLKM01001260.1",8,153424
"OLKM01001261.1",8,153306
"OLKM01001263.1",8,152620
"OLKM01001264.1",8,152483
"OLKM01001295.1",8,149823
"OLKM01001298.1",8,149616
"OLKM01001302.1",8,149268
"OLKM01001311.1",8,148622
"OLKM01001314.1",8,148335
"OLKM01001316.1",8,148137
"OLKM01001319.1",8,147985
"OLKM01001325.1",8,147218
"OLKM01001349.1",8,144944
"OLKM01001358.1",8,144255
"OLKM01001410.1",8,138446
"OLKM01001426.1",8,136762
"OLKM01001427.1",8,136708
"OLKM01001454.1",8,134165
"OLKM01001456.1",8,133986
"OLKM01001464.1",8,133114
"OLKM01001471.1",8,132321
"OLKM01001483.1",8,131673
"OLKM01001500.1",8,129989
"OLKM01001540.1",8,125060
"OLKM01001553.1",8,123575
"OLKM01001561.1",8,122546
"OLKM01001580.1",8,120782
"OLKM01001582.1",8,120706
"OLKM01001592.1",8,120240
"OLKM01001636.1",8,117275
"OLKM01001655.1",8,116023
"OLKM01001670.1",8,114511
"OLKM01001681.1",8,113315
"OLKM01001689.1",8,112718
"OLKM01001696.1",8,112420
"OLKM01001732.1",8,109836
"OLKM01001740.1",8,109215
"OLKM01001743.1",8,109114
"OLKM01001762.1",8,107290
"OLKM01001771.1",8,106649
"OLKM01001789.1",8,105369
"OLKM01001823.1",8,103149
"OLKM01001838.1",8,101983
"OLKM01001855.1",8,100880
"OLKM01001867.1",8,100274
"OLKM01001895.1",8,97688
"OLKM01001896.1",8,97684
"OLKM01001908.1",8,96710
"OLKM01001911.1",8,96488
"OLKM01001988.1",8,91450
"OLKM01002024.1",8,89212
"OLKM01002032.1",8,88738
"OLKM01002056.1",8,87532
"OLKM01002074.1",8,86537
"OLKM01002127.1",8,83859
"OLKM01002135.1",8,83491
"OLKM01002144.1",8,83124
"OLKM01002166.1",8,81983
"OLKM01002198.1",8,79881
"OLKM01002206.1",8,79499
"OLKM01002215.1",8,79047
"OLKM01002248.1",8,77289
"OLKM01002257.1",8,76696
"OLKM01002266.1",8,76402
"OLKM01002275.1",8,76019
"OLKM01002276.1",8,75997
"OLKM01002286.1",8,75568
"OLKM01002308.1",8,74664
"OLKM01002325.1",8,74195
"OLKM01002331.1",8,73893
"OLKM01002365.1",8,72343
"OLKM01002393.1",8,70993
"OLKM01002432.1",8,69467
"OLKM01002451.1",8,68602
"OLKM01002469.1",8,67819
"OLKM01002474.1",8,67445
"OLKM01002495.1",8,66745
"OLKM01002512.1",8,65986
"OLKM01002536.1",8,65040
"OLKM01002550.1",8,64484
"OLKM01002563.1",8,64041
"OLKM01002564.1",8,63950
"OLKM01002576.1",8,63296
"OLKM01002601.1",8,61929
"OLKM01002617.1",8,61390
"OLKM01002628.1",8,60952
"OLKM01002644.1",8,60214
"OLKM01002673.1",8,58796
"OLKM01002707.1",8,57309
"OLKM01002748.1",8,56056
"OLKM01002751.1",8,55978
"OLKM01002756.1",8,55792
"OLKM01002775.1",8,55113
"OLKM01002780.1",8,54987
"OLKM01002786.1",8,54794
"OLKM01002800.1",8,54409
"OLKM01002823.1",8,53409
"OLKM01002858.1",8,52058
"OLKM01002861.1",8,51933
"OLKM01002870.1",8,51644
"OLKM01002885.1",8,51294
"OLKM01003007.1",8,47128
"OLKM01003025.1",8,46514
"OLKM01003039.1",8,46117
"OLKM01003042.1",8,46022
"OLKM01003070.1",8,45115
"OLKM01003092.1",8,44384
"OLKM01003146.1",8,42868
"OLKM01003180.1",8,42107
"OLKM01003181.1",8,42087
"OLKM01003182.1",8,42054
"OLKM01003208.1",8,41273
"OLKM01003241.1",8,40401
"OLKM01003346.1",8,38340
"OLKM01003380.1",8,37622
"OLKM01003395.1",8,37302
"OLKM01003396.1",8,37272
"OLKM01003403.1",8,37152
"OLKM01003411.1",8,36998
"OLKM01003427.1",8,36673
"OLKM01003472.1",8,35767
"OLKM01003483.1",8,35500
"OLKM01003497.1",8,35230
"OLKM01003509.1",8,34989
"OLKM01003520.1",8,34804
"OLKM01003553.1",8,34137
"OLKM01003620.1",8,33134
"OLKM01003635.1",8,32830
"OLKM01003705.1",8,31688
"OLKM01003779.1",8,30083
"OLKM01003797.1",8,29819
"OLKM01003817.1",8,29465
"OLKM01003840.1",8,29059
"OLKM01004011.1",8,26549
"OLKM01004161.1",8,24743
"OLKM01004276.1",8,23723
"OLKM01004336.1",8,23179
"OLKM01004342.1",8,23147
"OLKM01004375.1",8,22870
"OLKM01004422.1",8,22551
"OLKM01004432.1",8,22474
"OLKM01004491.1",8,22000
"OLKM01004509.1",8,21897
"OLKM01004528.1",8,21784
"OLKM01004533.1",8,21732
"OLKM01004537.1",8,21707
"OLKM01004634.1",8,20997
"OLKM01004639.1",8,20939
"OLKM01004803.1",8,19981
"OLKM01004914.1",8,19334
"OLKM01004924.1",8,19304
"OLKM01004927.1",8,19290
"OLKM01004967.1",8,19108
"OLKM01005029.1",8,18828
"OLKM01005065.1",8,18631
"OLKM01005087.1",8,18521
"OLKM01005294.1",8,17665
"OLKM01005330.1",8,17527
"OLKM01005338.1",8,17499
"OLKM01005435.1",8,17174
"OLKM01005513.1",8,16908
"OLKM01005538.1",8,16831
"OLKM01005541.1",8,16822
"OLKM01005623.1",8,16551
"OLKM01005633.1",8,16526
"OLKM01005800.1",8,15902
"OLKM01005867.1",8,15725
"OLKM01005919.1",8,15583
"OLKM01005937.1",8,15521
"OLKM01006078.1",8,15164
"OLKM01006084.1",8,15161
"OLKM01006261.1",8,14700
"OLKM01006309.1",8,14603
"OLKM01006419.1",8,14326
"OLKM01006483.1",8,14154
"OLKM01006559.1",8,13941
"OLKM01006620.1",8,13815
"OLKM01006823.1",8,13319
"OLKM01006897.1",8,13138
"OLKM01007055.1",8,12740
"OLKM01007097.1",8,12629
"OLKM01007188.1",8,12403
"OLKM01007223.1",8,12307
"OLKM01007334.1",8,12034
"OLKM01007338.1",8,12016
"OLKM01007363.1",8,11979
"OLKM01007478.1",8,11717
"OLKM01007589.1",8,11372
"OLKM01007767.1",8,10859
"OLKM01007808.1",8,10742
"OLKM01007822.1",8,10712
"OLKM01007943.1",8,10304
"OLKM01000404.1",7,328811
"OLKM01000488.1",7,295995
"OLKM01000580.1",7,271076
"OLKM01000617.1",7,257781
"OLKM01000641.1",7,253433
"OLKM01000651.1",7,250679
"OLKM01000703.1",7,238350
"OLKM01000791.1",7,222088
"OLKM01000794.1",7,221692
"OLKM01000819.1",7,217478
"OLKM01000931.1",7,199804
"OLKM01001047.1",7,179801
"OLKM01001098.1",7,172859
"OLKM01001127.1",7,169076
"OLKM01001136.1",7,168329
"OLKM01001166.1",7,165265
"OLKM01001168.1",7,165103
"OLKM01001179.1",7,163617
"OLKM01001222.1",7,159103
"OLKM01001297.1",7,149658
"OLKM01001335.1",7,146117
"OLKM01001346.1",7,145206
"OLKM01001354.1",7,144429
"OLKM01001367.1",7,142095
"OLKM01001371.1",7,141710
"OLKM01001396.1",7,139668
"OLKM01001434.1",7,136068
"OLKM01001488.1",7,131487
"OLKM01001491.1",7,131256
"OLKM01001494.1",7,130735
"OLKM01001497.1",7,130442
"OLKM01001509.1",7,128167
"OLKM01001514.1",7,127927
"OLKM01001519.1",7,127487
"OLKM01001525.1",7,127139
"OLKM01001537.1",7,125549
"OLKM01001568.1",7,121692
"OLKM01001605.1",7,119480
"OLKM01001614.1",7,118789
"OLKM01001623.1",7,118428
"OLKM01001694.1",7,112484
"OLKM01001700.1",7,112262
"OLKM01001718.1",7,111010
"OLKM01001729.1",7,110332
"OLKM01001760.1",7,107506
"OLKM01001784.1",7,105640
"OLKM01001792.1",7,105022
"OLKM01001806.1",7,104156
"OLKM01001821.1",7,103232
"OLKM01001830.1",7,102507
"OLKM01001839.1",7,101816
"OLKM01001853.1",7,100966
"OLKM01001868.1",7,100249
"OLKM01001869.1",7,100205
"OLKM01001879.1",7,99298
"OLKM01001894.1",7,97768
"OLKM01001898.1",7,97662
"OLKM01001904.1",7,97258
"OLKM01001912.1",7,96422
"OLKM01001960.1",7,92786
"OLKM01001974.1",7,92252
"OLKM01001982.1",7,91760
"OLKM01002006.1",7,90104
"OLKM01002014.1",7,89819
"OLKM01002026.1",7,89189
"OLKM01002027.1",7,89048
"OLKM01002054.1",7,87637
"OLKM01002078.1",7,86195
"OLKM01002086.1",7,85942
"OLKM01002088.1",7,85910
"OLKM01002109.1",7,84674
"OLKM01002124.1",7,84060
"OLKM01002128.1",7,83851
"OLKM01002141.1",7,83245
"OLKM01002167.1",7,81957
"OLKM01002175.1",7,81351
"OLKM01002186.1",7,80626
"OLKM01002189.1",7,80312
"OLKM01002190.1",7,80298
"OLKM01002194.1",7,80051
"OLKM01002231.1",7,78172
"OLKM01002241.1",7,77677
"OLKM01002245.1",7,77495
"OLKM01002250.1",7,77228
"OLKM01002278.1",7,75949
"OLKM01002282.1",7,75677
"OLKM01002292.1",7,75317
"OLKM01002295.1",7,75143
"OLKM01002303.1",7,74858
"OLKM01002304.1",7,74782
"OLKM01002307.1",7,74687
"OLKM01002312.1",7,74496
"OLKM01002332.1",7,73755
"OLKM01002378.1",7,71611
"OLKM01002388.1",7,71160
"OLKM01002391.1",7,71028
"OLKM01002404.1",7,70681
"OLKM01002421.1",7,69905
"OLKM01002425.1",7,69778
"OLKM01002455.1",7,68339
"OLKM01002466.1",7,67960
"OLKM01002485.1",7,66990
"OLKM01002505.1",7,66394
"OLKM01002522.1",7,65494
"OLKM01002528.1",7,65187
"OLKM01002532.1",7,65146
"OLKM01002551.1",7,64465
"OLKM01002589.1",7,62553
"OLKM01002598.1",7,62031
"OLKM01002600.1",7,61986
"OLKM01002622.1",7,61201
"OLKM01002626.1",7,61036
"OLKM01002637.1",7,60589
"OLKM01002660.1",7,59326
"OLKM01002662.1",7,59265
"OLKM01002680.1",7,58297
"OLKM01002692.1",7,57849
"OLKM01002712.1",7,57135
"OLKM01002730.1",7,56547
"OLKM01002749.1",7,56038
"OLKM01002768.1",7,55291
"OLKM01002810.1",7,53977
"OLKM01002819.1",7,53607
"OLKM01002849.1",7,52433
"OLKM01002857.1",7,52085
"OLKM01002859.1",7,52049
"OLKM01002886.1",7,51277
"OLKM01002900.1",7,50715
"OLKM01002945.1",7,48907
"OLKM01002949.1",7,48845
"OLKM01002950.1",7,48831
"OLKM01002954.1",7,48620
"OLKM01002971.1",7,47844
"OLKM01002974.1",7,47777
"OLKM01002989.1",7,47461
"OLKM01003013.1",7,46965
"OLKM01003073.1",7,45035
"OLKM01003121.1",7,43540
"OLKM01003150.1",7,42733
"OLKM01003152.1",7,42720
"OLKM01003157.1",7,42692
"OLKM01003163.1",7,42509
"OLKM01003201.1",7,41482
"OLKM01003243.1",7,40353
"OLKM01003244.1",7,40334
"OLKM01003257.1",7,39984
"OLKM01003272.1",7,39735
"OLKM01003351.1",7,38282
"OLKM01003357.1",7,38049
"OLKM01003372.1",7,37742
"OLKM01003373.1",7,37733
"OLKM01003410.1",7,37004
"OLKM01003460.1",7,36066
"OLKM01003486.1",7,35469
"OLKM01003495.1",7,35240
"OLKM01003511.1",7,34981
"OLKM01003515.1",7,34933
"OLKM01003535.1",7,34477
"OLKM01003536.1",7,34444
"OLKM01003541.1",7,34312
"OLKM01003543.1",7,34273
"OLKM01003544.1",7,34270
"OLKM01003596.1",7,33522
"OLKM01003667.1",7,32388
"OLKM01003766.1",7,30292
"OLKM01003790.1",7,29944
"OLKM01003792.1",7,29883
"OLKM01003806.1",7,29634
"OLKM01003820.1",7,29375
"OLKM01003834.1",7,29138
"OLKM01003873.1",7,28620
"OLKM01003896.1",7,28236
"OLKM01003912.1",7,27905
"OLKM01003950.1",7,27402
"OLKM01004001.1",7,26667
"OLKM01004016.1",7,26496
"OLKM01004029.1",7,26330
