"scaffold","number_of_loci","Sequence.Length"
"OLKM01001426.1",8,136762
"OLKM01001434.1",8,136068
"OLKM01001441.1",8,135353
"OLKM01001449.1",8,134602
"OLKM01001450.1",8,134481
"OLKM01001454.1",8,134165
"OLKM01001480.1",8,131767
"OLKM01001500.1",8,129989
"OLKM01001517.1",8,127637
"OLKM01001521.1",8,127346
"OLKM01001524.1",8,127156
"OLKM01001549.1",8,124182
"OLKM01001568.1",8,121692
"OLKM01001572.1",8,121383
"OLKM01001587.1",8,120428
"OLKM01001598.1",8,119827
"OLKM01001644.1",8,116680
"OLKM01001678.1",8,113753
"OLKM01001709.1",8,111587
"OLKM01001715.1",8,111346
"OLKM01001716.1",8,111187
"OLKM01001735.1",8,109705
"OLKM01001744.1",8,109107
"OLKM01001755.1",8,108018
"OLKM01001763.1",8,107249
"OLKM01001767.1",8,106852
"OLKM01001785.1",8,105628
"OLKM01001822.1",8,103174
"OLKM01001843.1",8,101694
"OLKM01001847.1",8,101362
"OLKM01001853.1",8,100966
"OLKM01001858.1",8,100679
"OLKM01001876.1",8,99707
"OLKM01001926.1",8,95310
"OLKM01001929.1",8,95271
"OLKM01001930.1",8,95245
"OLKM01001934.1",8,94944
"OLKM01001956.1",8,93124
"OLKM01001980.1",8,91880
"OLKM01002025.1",8,89198
"OLKM01002026.1",8,89189
"OLKM01002076.1",8,86261
"OLKM01002100.1",8,85270
"OLKM01002129.1",8,83845
"OLKM01002150.1",8,82861
"OLKM01002164.1",8,82089
"OLKM01002166.1",8,81983
"OLKM01002167.1",8,81957
"OLKM01002181.1",8,80718
"OLKM01002195.1",8,80029
"OLKM01002208.1",8,79351
"OLKM01002234.1",8,78032
"OLKM01002248.1",8,77289
"OLKM01002263.1",8,76448
"OLKM01002265.1",8,76447
"OLKM01002270.1",8,76278
"OLKM01002291.1",8,75394
"OLKM01002304.1",8,74782
"OLKM01002332.1",8,73755
"OLKM01002416.1",8,70084
"OLKM01002434.1",8,69394
"OLKM01002439.1",8,68888
"OLKM01002453.1",8,68436
"OLKM01002494.1",8,66768
"OLKM01002511.1",8,66043
"OLKM01002534.1",8,65092
"OLKM01002570.1",8,63581
"OLKM01002602.1",8,61905
"OLKM01002612.1",8,61631
"OLKM01002676.1",8,58574
"OLKM01002695.1",8,57800
"OLKM01002716.1",8,57028
"OLKM01002727.1",8,56646
"OLKM01002745.1",8,56152
"OLKM01002807.1",8,54042
"OLKM01002858.1",8,52058
"OLKM01002883.1",8,51308
"OLKM01002907.1",8,50473
"OLKM01002923.1",8,49934
"OLKM01003020.1",8,46557
"OLKM01003022.1",8,46539
"OLKM01003065.1",8,45282
"OLKM01003066.1",8,45227
"OLKM01003113.1",8,43730
"OLKM01003120.1",8,43543
"OLKM01003223.1",8,40934
"OLKM01003236.1",8,40607
"OLKM01003273.1",8,39735
"OLKM01003277.1",8,39657
"OLKM01003380.1",8,37622
"OLKM01003513.1",8,34971
"OLKM01003558.1",8,34020
"OLKM01003564.1",8,33958
"OLKM01003846.1",8,28975
"OLKM01003848.1",8,28943
"OLKM01003896.1",8,28236
"OLKM01003978.1",8,26978
"OLKM01004042.1",8,26152
"OLKM01004045.1",8,26118
"OLKM01004105.1",8,25388
"OLKM01004217.1",8,24216
"OLKM01004223.1",8,24192
"OLKM01004264.1",8,23870
"OLKM01004267.1",8,23846
"OLKM01004422.1",8,22551
"OLKM01004542.1",8,21676
"OLKM01004603.1",8,21252
"OLKM01004620.1",8,21101
"OLKM01004853.1",8,19644
"OLKM01004943.1",8,19224
"OLKM01005161.1",8,18192
"OLKM01005201.1",8,18043
"OLKM01005207.1",8,18009
"OLKM01005276.1",8,17736
"OLKM01005313.1",8,17589
"OLKM01005623.1",8,16551
"OLKM01005637.1",8,16507
"OLKM01005642.1",8,16472
"OLKM01005727.1",8,16093
"OLKM01005777.1",8,15949
"OLKM01005819.1",8,15845
"OLKM01005853.1",8,15752
"OLKM01005974.1",8,15412
"OLKM01006063.1",8,15202
"OLKM01006066.1",8,15191
"OLKM01006112.1",8,15090
"OLKM01006204.1",8,14858
"OLKM01006261.1",8,14700
"OLKM01006312.1",8,14596
"OLKM01006391.1",8,14408
"OLKM01006399.1",8,14380
"OLKM01006576.1",8,13909
"OLKM01006579.1",8,13897
"OLKM01006635.1",8,13763
"OLKM01006762.1",8,13466
"OLKM01006796.1",8,13391
"OLKM01006952.1",8,13027
"OLKM01007043.1",8,12770
"OLKM01007065.1",8,12711
"OLKM01007459.1",8,11759
"OLKM01007711.1",8,11002
"OLKM01007885.1",8,10503
"OLKM01007892.1",8,10483
"OLKM01007932.1",8,10343
"OLKM01007980.1",8,10167
"OLKM01007990.1",8,10141
"OLKM01008153.1",8,7645
"OLKM01000214.1",7,438202
"OLKM01000231.1",7,425075
"OLKM01000276.1",7,392953
"OLKM01000343.1",7,355351
"OLKM01000441.1",7,311421
"OLKM01000502.1",7,291962
"OLKM01000506.1",7,290947
"OLKM01000563.1",7,277259
"OLKM01000574.1",7,274466
"OLKM01000575.1",7,273802
"OLKM01000577.1",7,273072
"OLKM01000595.1",7,264865
"OLKM01000664.1",7,247880
"OLKM01000684.1",7,243369
"OLKM01000685.1",7,243339
"OLKM01000689.1",7,242517
"OLKM01000691.1",7,242348
"OLKM01000703.1",7,238350
"OLKM01000722.1",7,234790
"OLKM01000723.1",7,234758
"OLKM01000763.1",7,227554
"OLKM01000767.1",7,226564
"OLKM01000779.1",7,224224
"OLKM01000809.1",7,219010
"OLKM01000859.1",7,211482
"OLKM01000866.1",7,211065
"OLKM01000872.1",7,210236
"OLKM01000886.1",7,208445
"OLKM01000894.1",7,207587
"OLKM01000903.1",7,205422
"OLKM01000917.1",7,202985
"OLKM01000920.1",7,202316
"OLKM01000926.1",7,200844
"OLKM01000930.1",7,200109
"OLKM01000948.1",7,196101
"OLKM01000951.1",7,195278
"OLKM01000963.1",7,194171
"OLKM01000979.1",7,191224
"OLKM01001002.1",7,186997
"OLKM01001058.1",7,177941
"OLKM01001059.1",7,177895
"OLKM01001065.1",7,177018
"OLKM01001069.1",7,176771
"OLKM01001093.1",7,173103
"OLKM01001099.1",7,172739
"OLKM01001177.1",7,164059
"OLKM01001196.1",7,161619
"OLKM01001200.1",7,161365
"OLKM01001229.1",7,157761
"OLKM01001256.1",7,153823
"OLKM01001261.1",7,153306
"OLKM01001262.1",7,152729
"OLKM01001282.1",7,150763
"OLKM01001292.1",7,149918
"OLKM01001316.1",7,148137
"OLKM01001335.1",7,146117
"OLKM01001353.1",7,144617
"OLKM01001360.1",7,143808
"OLKM01001378.1",7,141211
"OLKM01001383.1",7,140808
"OLKM01001415.1",7,137811
"OLKM01001418.1",7,137516
"OLKM01001440.1",7,135436
"OLKM01001474.1",7,132036
"OLKM01001485.1",7,131657
"OLKM01001502.1",7,129818
"OLKM01001505.1",7,128966
"OLKM01001527.1",7,126904
"OLKM01001534.1",7,126285
"OLKM01001540.1",7,125060
"OLKM01001557.1",7,123156
"OLKM01001566.1",7,122063
"OLKM01001570.1",7,121548
"OLKM01001573.1",7,121346
"OLKM01001592.1",7,120240
"OLKM01001595.1",7,120114
"OLKM01001601.1",7,119709
"OLKM01001614.1",7,118789
"OLKM01001621.1",7,118478
"OLKM01001658.1",7,115703
"OLKM01001660.1",7,115597
"OLKM01001662.1",7,115462
"OLKM01001665.1",7,115091
"OLKM01001674.1",7,114294
"OLKM01001683.1",7,113241
"OLKM01001703.1",7,112174
"OLKM01001714.1",7,111360
"OLKM01001717.1",7,111013
"OLKM01001725.1",7,110618
"OLKM01001732.1",7,109836
"OLKM01001736.1",7,109671
"OLKM01001753.1",7,108372
"OLKM01001800.1",7,104493
"OLKM01001816.1",7,103468
"OLKM01001826.1",7,102913
"OLKM01001830.1",7,102507
"OLKM01001875.1",7,99768
"OLKM01001879.1",7,99298
"OLKM01001902.1",7,97493
"OLKM01001906.1",7,96925
"OLKM01002038.1",7,88636
"OLKM01002052.1",7,87730
"OLKM01002072.1",7,86569
"OLKM01002073.1",7,86546
"OLKM01002169.1",7,81902
"OLKM01002200.1",7,79778
"OLKM01002250.1",7,77228
"OLKM01002259.1",7,76651
"OLKM01002286.1",7,75568
"OLKM01002308.1",7,74664
"OLKM01002311.1",7,74520
"OLKM01002360.1",7,72539
"OLKM01002367.1",7,72281
"OLKM01002369.1",7,72162
"OLKM01002393.1",7,70993
"OLKM01002397.1",7,70861
"OLKM01002408.1",7,70455
"OLKM01002413.1",7,70277
"OLKM01002419.1",7,69935
"OLKM01002440.1",7,68877
"OLKM01002451.1",7,68602
"OLKM01002466.1",7,67960
"OLKM01002468.1",7,67900
"OLKM01002480.1",7,67156
"OLKM01002484.1",7,67026
"OLKM01002487.1",7,66988
"OLKM01002504.1",7,66435
"OLKM01002506.1",7,66394
"OLKM01002522.1",7,65494
"OLKM01002528.1",7,65187
"OLKM01002540.1",7,65019
"OLKM01002591.1",7,62278
"OLKM01002600.1",7,61986
"OLKM01002740.1",7,56258
"OLKM01002756.1",7,55792
"OLKM01002768.1",7,55291
"OLKM01002784.1",7,54812
"OLKM01002812.1",7,53879
"OLKM01002822.1",7,53470
"OLKM01002847.1",7,52511
"OLKM01002861.1",7,51933
"OLKM01002863.1",7,51898
"OLKM01002867.1",7,51724
"OLKM01002882.1",7,51355
"OLKM01002891.1",7,51085
"OLKM01002896.1",7,50892
"OLKM01002963.1",7,48165
"OLKM01002971.1",7,47844
"OLKM01002981.1",7,47552
"OLKM01003055.1",7,45594
"OLKM01003105.1",7,44014
"OLKM01003112.1",7,43735
"OLKM01003124.1",7,43463
"OLKM01003131.1",7,43212
"OLKM01003163.1",7,42509
"OLKM01003198.1",7,41637
"OLKM01003201.1",7,41482
"OLKM01003257.1",7,39984
"OLKM01003348.1",7,38313
"OLKM01003359.1",7,38042
"OLKM01003364.1",7,37921
"OLKM01003382.1",7,37580
"OLKM01003417.1",7,36865
"OLKM01003472.1",7,35767
"OLKM01003592.1",7,33547
"OLKM01003596.1",7,33522
"OLKM01003634.1",7,32844
"OLKM01003713.1",7,31582
"OLKM01003717.1",7,31437
"OLKM01003763.1",7,30358
"OLKM01003840.1",7,29059
"OLKM01003886.1",7,28347
"OLKM01003912.1",7,27905
"OLKM01003923.1",7,27776
"OLKM01003961.1",7,27269
"OLKM01003966.1",7,27165
"OLKM01003969.1",7,27110
"OLKM01003975.1",7,27069
"OLKM01004006.1",7,26632
"OLKM01004067.1",7,25877
"OLKM01004100.1",7,25456
"OLKM01004212.1",7,24246
"OLKM01004281.1",7,23661
"OLKM01004283.1",7,23656
"OLKM01004285.1",7,23653
"OLKM01004297.1",7,23575
"OLKM01004362.1",7,22997
"OLKM01004427.1",7,22500
"OLKM01004432.1",7,22474
"OLKM01004495.1",7,21991
"OLKM01004614.1",7,21176
"OLKM01004674.1",7,20717
"OLKM01004687.1",7,20619
"OLKM01004785.1",7,20080
"OLKM01004810.1",7,19920
"OLKM01004812.1",7,19915
"OLKM01004879.1",7,19475
"OLKM01004886.1",7,19451
"OLKM01005065.1",7,18631
"OLKM01005080.1",7,18555
"OLKM01005087.1",7,18521
"OLKM01005138.1",7,18281
"OLKM01005269.1",7,17760
"OLKM01005294.1",7,17665
"OLKM01005354.1",7,17441
"OLKM01005373.1",7,17389
"OLKM01005398.1",7,17311
"OLKM01005494.1",7,16972
"OLKM01005616.1",7,16572
"OLKM01005952.1",7,15482
"OLKM01005977.1",7,15404
"OLKM01005988.1",7,15377
"OLKM01005999.1",7,15346
"OLKM01006057.1",7,15213
"OLKM01006174.1",7,14941
"OLKM01006244.1",7,14754
"OLKM01006267.1",7,14684
"OLKM01006298.1",7,14629
"OLKM01006341.1",7,14518
"OLKM01006343.1",7,14517
"OLKM01006429.1",7,14309
"OLKM01006487.1",7,14150
"OLKM01006555.1",7,13951
"OLKM01006620.1",7,13815
"OLKM01006788.1",7,13404
"OLKM01006814.1",7,13351
"OLKM01006820.1",7,13327
"OLKM01007008.1",7,12873
"OLKM01007055.1",7,12740
"OLKM01007089.1",7,12661
"OLKM01007188.1",7,12403
"OLKM01007190.1",7,12402
"OLKM01007403.1",7,11894
"OLKM01007447.1",7,11801
"OLKM01007779.1",7,10819
"OLKM01007786.1",7,10803
"OLKM01007900.1",7,10461
"OLKM01000281.1",6,390901
"OLKM01000396.1",6,331884
"OLKM01000401.1",6,329745
"OLKM01000404.1",6,328811
"OLKM01000528.1",6,286248
"OLKM01000546.1",6,281444
"OLKM01000557.1",6,278988
"OLKM01000565.1",6,276424
"OLKM01000572.1",6,275101
"OLKM01000580.1",6,271076
"OLKM01000589.1",6,267339
"OLKM01000607.1",6,262231
"OLKM01000646.1",6,252168
"OLKM01000690.1",6,242481
"OLKM01000753.1",6,228873
"OLKM01000774.1",6,224863
"OLKM01000776.1",6,224640
"OLKM01000804.1",6,220346
"OLKM01000854.1",6,212294
"OLKM01000899.1",6,206525
"OLKM01000935.1",6,199033
"OLKM01000940.1",6,197806
"OLKM01000965.1",6,193775
"OLKM01001006.1",6,186589
"OLKM01001027.1",6,183595
"OLKM01001054.1",6,178744
"OLKM01001056.1",6,178393
"OLKM01001079.1",6,176113
"OLKM01001097.1",6,172958
"OLKM01001125.1",6,169595
"OLKM01001166.1",6,165265
"OLKM01001172.1",6,164685
"OLKM01001184.1",6,163077
"OLKM01001197.1",6,161601
"OLKM01001212.1",6,160413
"OLKM01001219.1",6,159514
"OLKM01001226.1",6,158733
"OLKM01001228.1",6,158304
"OLKM01001234.1",6,156849
"OLKM01001246.1",6,155391
"OLKM01001247.1",6,155351
"OLKM01001249.1",6,155071
"OLKM01001270.1",6,151748
"OLKM01001278.1",6,151179
"OLKM01001285.1",6,150499
"OLKM01001287.1",6,150179
"OLKM01001290.1",6,149959
"OLKM01001297.1",6,149658
"OLKM01001305.1",6,149046
"OLKM01001311.1",6,148622
"OLKM01001334.1",6,146151
"OLKM01001337.1",6,146026
"OLKM01001344.1",6,145387
"OLKM01001358.1",6,144255
"OLKM01001367.1",6,142095
"OLKM01001379.1",6,141037
"OLKM01001387.1",6,140582
"OLKM01001392.1",6,139960
"OLKM01001423.1",6,137010
"OLKM01001432.1",6,136254
"OLKM01001435.1",6,136007
"OLKM01001448.1",6,134936
"OLKM01001459.1",6,133522
"OLKM01001468.1",6,132469
"OLKM01001514.1",6,127927
"OLKM01001523.1",6,127157
"OLKM01001526.1",6,127066
"OLKM01001537.1",6,125549
"OLKM01001544.1",6,124814
"OLKM01001569.1",6,121588
"OLKM01001574.1",6,121282
"OLKM01001602.1",6,119591
"OLKM01001605.1",6,119480
"OLKM01001625.1",6,118322
"OLKM01001656.1",6,116000
"OLKM01001685.1",6,113143
"OLKM01001687.1",6,112810
"OLKM01001695.1",6,112455
"OLKM01001699.1",6,112300
"OLKM01001713.1",6,111486
"OLKM01001719.1",6,110973
"OLKM01001726.1",6,110486
"OLKM01001751.1",6,108569
"OLKM01001754.1",6,108339
"OLKM01001761.1",6,107475
"OLKM01001765.1",6,107156
"OLKM01001773.1",6,106428
"OLKM01001793.1",6,104960
"OLKM01001799.1",6,104749
"OLKM01001801.1",6,104459
"OLKM01001817.1",6,103443
"OLKM01001838.1",6,101983
"OLKM01001842.1",6,101699
"OLKM01001845.1",6,101460
"OLKM01001851.1",6,101049
"OLKM01001855.1",6,100880
"OLKM01001863.1",6,100527
"OLKM01001885.1",6,98624
"OLKM01001911.1",6,96488
"OLKM01001916.1",6,96160
"OLKM01001924.1",6,95356
"OLKM01001928.1",6,95282
"OLKM01001959.1",6,92798
"OLKM01001972.1",6,92327
"OLKM01001982.1",6,91760
"OLKM01001991.1",6,91407
"OLKM01002006.1",6,90104
"OLKM01002023.1",6,89314
"OLKM01002030.1",6,88811
"OLKM01002041.1",6,88417
"OLKM01002043.1",6,88306
"OLKM01002046.1",6,88125
"OLKM01002050.1",6,87899
"OLKM01002056.1",6,87532
"OLKM01002080.1",6,86113
"OLKM01002085.1",6,85961
"OLKM01002086.1",6,85942
"OLKM01002089.1",6,85850
"OLKM01002093.1",6,85551
"OLKM01002098.1",6,85402
"OLKM01002105.1",6,85178
"OLKM01002110.1",6,84657
"OLKM01002114.1",6,84459
"OLKM01002117.1",6,84269
"OLKM01002120.1",6,84164
"OLKM01002159.1",6,82483
"OLKM01002161.1",6,82241
"OLKM01002180.1",6,80903
"OLKM01002204.1",6,79621
"OLKM01002213.1",6,79077
"OLKM01002230.1",6,78215
"OLKM01002260.1",6,76617
"OLKM01002261.1",6,76602
"OLKM01002262.1",6,76503
"OLKM01002264.1",6,76448
"OLKM01002281.1",6,75734
"OLKM01002288.1",6,75524
"OLKM01002294.1",6,75249
"OLKM01002309.1",6,74664
"OLKM01002324.1",6,74204
"OLKM01002342.1",6,73378
"OLKM01002378.1",6,71611
"OLKM01002383.1",6,71369
"OLKM01002423.1",6,69876
"OLKM01002424.1",6,69806
"OLKM01002431.1",6,69471
"OLKM01002452.1",6,68438
"OLKM01002469.1",6,67819
"OLKM01002482.1",6,67041
"OLKM01002485.1",6,66990
"OLKM01002490.1",6,66909
"OLKM01002491.1",6,66877
"OLKM01002498.1",6,66653
"OLKM01002516.1",6,65628
"OLKM01002518.1",6,65555
"OLKM01002547.1",6,64694
"OLKM01002552.1",6,64450
"OLKM01002554.1",6,64378
"OLKM01002563.1",6,64041
"OLKM01002587.1",6,62692
"OLKM01002595.1",6,62083
"OLKM01002606.1",6,61805
"OLKM01002609.1",6,61741
"OLKM01002626.1",6,61036
"OLKM01002639.1",6,60394
"OLKM01002644.1",6,60214
"OLKM01002645.1",6,60190
"OLKM01002662.1",6,59265
"OLKM01002669.1",6,59022
"OLKM01002672.1",6,58914
"OLKM01002673.1",6,58796
"OLKM01002675.1",6,58603
"OLKM01002690.1",6,57875
"OLKM01002692.1",6,57849
"OLKM01002723.1",6,56791
"OLKM01002754.1",6,55872
"OLKM01002775.1",6,55113
"OLKM01002779.1",6,55007
"OLKM01002783.1",6,54906
"OLKM01002788.1",6,54714
"OLKM01002791.1",6,54663
"OLKM01002805.1",6,54105
"OLKM01002816.1",6,53757
"OLKM01002819.1",6,53607
"OLKM01002831.1",6,53233
"OLKM01002874.1",6,51572
"OLKM01002885.1",6,51294
"OLKM01002898.1",6,50832
"OLKM01002927.1",6,49780
"OLKM01002935.1",6,49404
"OLKM01002969.1",6,47911
"OLKM01002984.1",6,47498
"OLKM01003021.1",6,46548
"OLKM01003025.1",6,46514
"OLKM01003030.1",6,46341
"OLKM01003032.1",6,46328
"OLKM01003033.1",6,46324
"OLKM01003039.1",6,46117
"OLKM01003042.1",6,46022
"OLKM01003060.1",6,45400
"OLKM01003070.1",6,45115
"OLKM01003135.1",6,43072
"OLKM01003146.1",6,42868
"OLKM01003167.1",6,42431
"OLKM01003195.1",6,41800
"OLKM01003244.1",6,40334
"OLKM01003267.1",6,39850
"OLKM01003280.1",6,39574
"OLKM01003344.1",6,38380
"OLKM01003422.1",6,36713
"OLKM01003428.1",6,36671
"OLKM01003462.1",6,36019
"OLKM01003491.1",6,35296
"OLKM01003529.1",6,34650
"OLKM01003536.1",6,34444
"OLKM01003545.1",6,34264
"OLKM01003580.1",6,33705
"OLKM01003613.1",6,33234
"OLKM01003622.1",6,33095
"OLKM01003630.1",6,32929
"OLKM01003636.1",6,32816
"OLKM01003651.1",6,32612
"OLKM01003660.1",6,32498
"OLKM01003674.1",6,32298
"OLKM01003681.1",6,32201
"OLKM01003698.1",6,31810
"OLKM01003727.1",6,31258
"OLKM01003738.1",6,31038
"OLKM01003761.1",6,30407
"OLKM01003766.1",6,30292
"OLKM01003775.1",6,30162
"OLKM01003792.1",6,29883
"OLKM01003815.1",6,29518
"OLKM01003901.1",6,28136
"OLKM01004147.1",6,24883
"OLKM01004230.1",6,24127
"OLKM01004276.1",6,23723
"OLKM01004277.1",6,23701
"OLKM01004343.1",6,23147
"OLKM01004351.1",6,23081
"OLKM01004356.1",6,23042
"OLKM01004366.1",6,22928
"OLKM01004381.1",6,22841
"OLKM01004394.1",6,22738
"OLKM01004435.1",6,22456
"OLKM01004475.1",6,22145
"OLKM01004626.1",6,21067
"OLKM01004705.1",6,20523
"OLKM01004756.1",6,20227
"OLKM01004840.1",6,19732
"OLKM01004856.1",6,19596
"OLKM01004869.1",6,19548
"OLKM01004962.1",6,19128
"OLKM01004969.1",6,19105
"OLKM01004983.1",6,19031
"OLKM01004991.1",6,18999
"OLKM01005008.1",6,18919
"OLKM01005066.1",6,18628
"OLKM01005091.1",6,18495
"OLKM01005120.1",6,18347
"OLKM01005229.1",6,17906
"OLKM01005283.1",6,17707
"OLKM01005293.1",6,17667
"OLKM01005296.1",6,17660
"OLKM01005345.1",6,17477
"OLKM01005515.1",6,16898
"OLKM01005636.1",6,16509
"OLKM01005641.1",6,16485
"OLKM01005677.1",6,16304
"OLKM01005917.1",6,15597
"OLKM01005939.1",6,15515
"OLKM01005946.1",6,15492
"OLKM01005947.1",6,15488
"OLKM01006184.1",6,14909
"OLKM01006309.1",6,14603
"OLKM01006321.1",6,14582
"OLKM01006435.1",6,14298
"OLKM01006483.1",6,14154
"OLKM01006530.1",6,14021
"OLKM01006567.1",6,13926
"OLKM01006580.1",6,13896
"OLKM01006727.1",6,13544
"OLKM01006776.1",6,13421
"OLKM01006838.1",6,13289
"OLKM01006845.1",6,13261
"OLKM01006896.1",6,13140
"OLKM01006919.1",6,13094
"OLKM01006972.1",6,12961
"OLKM01007078.1",6,12687
"OLKM01007099.1",6,12622
"OLKM01007283.1",6,12130
"OLKM01007435.1",6,11827
"OLKM01007445.1",6,11808
"OLKM01007478.1",6,11717
"OLKM01007824.1",6,10709
"OLKM01007903.1",6,10460
"OLKM01008065.1",6,9598
"OLKM01008072.1",6,9486
"OLKM01008106.1",6,8707
"OLKM01000464.1",5,304637
"OLKM01000507.1",5,290819
"OLKM01000569.1",5,275690
"OLKM01000579.1",5,272395
"OLKM01000587.1",5,268728
"OLKM01000643.1",5,252707
"OLKM01000678.1",5,245350
"OLKM01000764.1",5,227385
"OLKM01000795.1",5,221676
"OLKM01000796.1",5,221612
"OLKM01000817.1",5,217703
"OLKM01000849.1",5,213351
"OLKM01000904.1",5,205228
"OLKM01000944.1",5,197414
"OLKM01000952.1",5,194976
"OLKM01000988.1",5,189698
"OLKM01001057.1",5,178067
"OLKM01001064.1",5,177061
"OLKM01001072.1",5,176584
"OLKM01001082.1",5,175221
"OLKM01001105.1",5,172180
"OLKM01001109.1",5,171900
"OLKM01001110.1",5,171892
"OLKM01001113.1",5,171173
"OLKM01001167.1",5,165145
"OLKM01001168.1",5,165103
"OLKM01001209.1",5,160758
"OLKM01001210.1",5,160638
"OLKM01001223.1",5,159070
"OLKM01001231.1",5,157210
"OLKM01001232.1",5,157201
"OLKM01001236.1",5,156395
"OLKM01001240.1",5,156067
"OLKM01001281.1",5,150799
"OLKM01001283.1",5,150687
"OLKM01001302.1",5,149268
"OLKM01001314.1",5,148335
"OLKM01001328.1",5,147009
"OLKM01001330.1",5,146947
"OLKM01001332.1",5,146622
"OLKM01001336.1",5,146108
"OLKM01001350.1",5,144918
"OLKM01001369.1",5,141980
"OLKM01001381.1",5,140997
"OLKM01001386.1",5,140632
"OLKM01001414.1",5,137982
"OLKM01001427.1",5,136708
"OLKM01001431.1",5,136329
"OLKM01001444.1",5,135196
"OLKM01001446.1",5,135023
"OLKM01001452.1",5,134378
"OLKM01001458.1",5,133709
"OLKM01001479.1",5,131768
"OLKM01001488.1",5,131487
"OLKM01001497.1",5,130442
"OLKM01001503.1",5,129310
"OLKM01001507.1",5,128351
"OLKM01001512.1",5,128073
"OLKM01001522.1",5,127332
"OLKM01001539.1",5,125158
"OLKM01001546.1",5,124664
"OLKM01001547.1",5,124503
"OLKM01001555.1",5,123375
"OLKM01001581.1",5,120744
"OLKM01001582.1",5,120706
"OLKM01001584.1",5,120585
"OLKM01001591.1",5,120350
"OLKM01001593.1",5,120223
"OLKM01001594.1",5,120183
"OLKM01001615.1",5,118745
"OLKM01001624.1",5,118406
"OLKM01001629.1",5,117948
"OLKM01001636.1",5,117275
"OLKM01001638.1",5,117188
"OLKM01001645.1",5,116573
"OLKM01001661.1",5,115548
"OLKM01001681.1",5,113315
"OLKM01001720.1",5,110885
"OLKM01001722.1",5,110811
"OLKM01001723.1",5,110774
"OLKM01001727.1",5,110470
"OLKM01001784.1",5,105640
"OLKM01001803.1",5,104310
"OLKM01001807.1",5,104091
"OLKM01001820.1",5,103234
"OLKM01001825.1",5,102975
"OLKM01001846.1",5,101387
"OLKM01001854.1",5,100932
"OLKM01001864.1",5,100453
"OLKM01001868.1",5,100249
"OLKM01001869.1",5,100205
"OLKM01001871.1",5,100003
"OLKM01001894.1",5,97768
"OLKM01001897.1",5,97671
"OLKM01001912.1",5,96422
"OLKM01001927.1",5,95295
"OLKM01001942.1",5,94322
"OLKM01001955.1",5,93342
"OLKM01001960.1",5,92786
"OLKM01001973.1",5,92266
"OLKM01002012.1",5,89848
"OLKM01002013.1",5,89832
"OLKM01002035.1",5,88715
"OLKM01002065.1",5,86954
"OLKM01002069.1",5,86727
"OLKM01002079.1",5,86122
"OLKM01002102.1",5,85255
"OLKM01002104.1",5,85246
"OLKM01002112.1",5,84573
"OLKM01002124.1",5,84060
"OLKM01002131.1",5,83633
"OLKM01002149.1",5,82978
"OLKM01002157.1",5,82562
"OLKM01002193.1",5,80063
"OLKM01002198.1",5,79881
"OLKM01002199.1",5,79827
"OLKM01002202.1",5,79736
"OLKM01002210.1",5,79260
"OLKM01002223.1",5,78608
"OLKM01002224.1",5,78551
"OLKM01002228.1",5,78276
"OLKM01002257.1",5,76696
"OLKM01002275.1",5,76019
"OLKM01002278.1",5,75949
"OLKM01002289.1",5,75471
"OLKM01002306.1",5,74718
"OLKM01002318.1",5,74321
"OLKM01002345.1",5,73180
"OLKM01002354.1",5,72881
"OLKM01002375.1",5,71849
"OLKM01002384.1",5,71342
"OLKM01002400.1",5,70796
"OLKM01002402.1",5,70703
"OLKM01002425.1",5,69778
"OLKM01002446.1",5,68729
"OLKM01002450.1",5,68656
"OLKM01002455.1",5,68339
"OLKM01002510.1",5,66106
"OLKM01002568.1",5,63690
"OLKM01002571.1",5,63563
"OLKM01002576.1",5,63296
"OLKM01002643.1",5,60226
"OLKM01002650.1",5,59876
"OLKM01002657.1",5,59583
"OLKM01002664.1",5,59217
"OLKM01002666.1",5,59124
"OLKM01002678.1",5,58480
"OLKM01002681.1",5,58295
"OLKM01002689.1",5,57892
"OLKM01002709.1",5,57241
"OLKM01002715.1",5,57052
"OLKM01002721.1",5,56802
"OLKM01002726.1",5,56694
"OLKM01002732.1",5,56497
"OLKM01002755.1",5,55871
"OLKM01002776.1",5,55091
"OLKM01002780.1",5,54987
"OLKM01002789.1",5,54693
"OLKM01002798.1",5,54445
"OLKM01002813.1",5,53791
"OLKM01002845.1",5,52653
"OLKM01002864.1",5,51872
"OLKM01002875.1",5,51507
"OLKM01002888.1",5,51198
"OLKM01002905.1",5,50575
"OLKM01002910.1",5,50350
"OLKM01002911.1",5,50331
"OLKM01002912.1",5,50327
"OLKM01002919.1",5,49999
"OLKM01002931.1",5,49618
"OLKM01002950.1",5,48831
"OLKM01002954.1",5,48620
"OLKM01002956.1",5,48611
"OLKM01002960.1",5,48430
"OLKM01002961.1",5,48423
"OLKM01002966.1",5,47923
"OLKM01002975.1",5,47773
"OLKM01002989.1",5,47461
"OLKM01003046.1",5,45933
"OLKM01003062.1",5,45347
"OLKM01003093.1",5,44365
"OLKM01003153.1",5,42716
"OLKM01003154.1",5,42710
"OLKM01003193.1",5,41819
"OLKM01003208.1",5,41273
"OLKM01003229.1",5,40821
"OLKM01003242.1",5,40381
"OLKM01003260.1",5,39969
"OLKM01003293.1",5,39318
"OLKM01003294.1",5,39276
