"","Loc","feature_type"
"1","ENA|OLKM01000002|OLKM01000002.1 1260215","Intron"
"2239","ENA|OLKM01004118|OLKM01004118.1 1497","Other"
"2240","ENA|OLKM01004118|OLKM01004118.1 2053","Other"
"2241","ENA|OLKM01004118|OLKM01004118.1 2130","Other"
"2242","ENA|OLKM01004118|OLKM01004118.1 3001","Other"
"2243","ENA|OLKM01004118|OLKM01004118.1 3516","Other"
"2244","ENA|OLKM01004118|OLKM01004118.1 4256","Other"
"2245","ENA|OLKM01004118|OLKM01004118.1 5622","Other"
"2246","ENA|OLKM01004118|OLKM01004118.1 5634","Other"
"2247","ENA|OLKM01004118|OLKM01004118.1 5712","Other"
"2248","ENA|OLKM01004118|OLKM01004118.1 6119","Other"
"2249","ENA|OLKM01004118|OLKM01004118.1 6660","Other"
"2250","ENA|OLKM01004118|OLKM01004118.1 7928","Other"
"2251","ENA|OLKM01004124|OLKM01004124.1 6871","Other"
"2252","ENA|OLKM01004127|OLKM01004127.1 20989","Terminator"
"2253","ENA|OLKM01004136|OLKM01004136.1 9551","Other"
"2254","ENA|OLKM01004136|OLKM01004136.1 16109","Other"
"2255","ENA|OLKM01004136|OLKM01004136.1 16140","Other"
"2256","ENA|OLKM01004138|OLKM01004138.1 17076","Other"
"2257","ENA|OLKM01004138|OLKM01004138.1 20657","Other"
"2258","ENA|OLKM01004138|OLKM01004138.1 20696","Other"
"2259","ENA|OLKM01004147|OLKM01004147.1 11454","Intron"
"2260","ENA|OLKM01004147|OLKM01004147.1 11483","Intron"
"2261","ENA|OLKM01004149|OLKM01004149.1 7049","Intron"
"2262","ENA|OLKM01004152|OLKM01004152.1 9149","Other"
"2263","ENA|OLKM01004154|OLKM01004154.1 13541","Intron"
"2264","ENA|OLKM01004154|OLKM01004154.1 22596","Intron"
"2265","ENA|OLKM01004154|OLKM01004154.1 22782","Intron"
"2266","ENA|OLKM01004161|OLKM01004161.1 15686","Other"
"2267","ENA|OLKM01004162|OLKM01004162.1 22726","Other"
"2268","ENA|OLKM01004173|OLKM01004173.1 3026","Other"
"2269","ENA|OLKM01004176|OLKM01004176.1 11378","Other"
"2270","ENA|OLKM01004177|OLKM01004177.1 8805","Intron"
"2271","ENA|OLKM01004189|OLKM01004189.1 3240","Intron"
"2272","ENA|OLKM01004189|OLKM01004189.1 5385","Intron"
"2273","ENA|OLKM01004189|OLKM01004189.1 5436","Intron"
"2274","ENA|OLKM01004189|OLKM01004189.1 5463","Intron"
"2275","ENA|OLKM01004189|OLKM01004189.1 5568","Intron"
"2276","ENA|OLKM01004189|OLKM01004189.1 5800","Intron"
"2277","ENA|OLKM01004189|OLKM01004189.1 6251","Intron"
"2278","ENA|OLKM01004189|OLKM01004189.1 7192","Intron"
"2279","ENA|OLKM01004189|OLKM01004189.1 7214","Intron"
"2280","ENA|OLKM01004189|OLKM01004189.1 8923","Intron"
"2281","ENA|OLKM01004189|OLKM01004189.1 11004","CDS"
"2282","ENA|OLKM01004189|OLKM01004189.1 11034","CDS"
"2283","ENA|OLKM01004189|OLKM01004189.1 11073","CDS"
"2284","ENA|OLKM01004189|OLKM01004189.1 11082","CDS"
"2285","ENA|OLKM01004189|OLKM01004189.1 11095","CDS"
"2286","ENA|OLKM01004189|OLKM01004189.1 11412","Intron"
"2287","ENA|OLKM01004189|OLKM01004189.1 12549","Other"
"2288","ENA|OLKM01004189|OLKM01004189.1 13854","Other"
"2289","ENA|OLKM01004189|OLKM01004189.1 16177","Other"
"2290","ENA|OLKM01004189|OLKM01004189.1 16515","Other"
"2291","ENA|OLKM01004189|OLKM01004189.1 20316","Intron"
"2292","ENA|OLKM01004198|OLKM01004198.1 9291","Other"
"2293","ENA|OLKM01004201|OLKM01004201.1 11381","Intron"
"2294","ENA|OLKM01004201|OLKM01004201.1 12804","Intron"
"2295","ENA|OLKM01004214|OLKM01004214.1 6818","Other"
"2296","ENA|OLKM01004214|OLKM01004214.1 9407","Other"
"2297","ENA|OLKM01004214|OLKM01004214.1 9632","Other"
"2298","ENA|OLKM01004214|OLKM01004214.1 9795","Other"
"2299","ENA|OLKM01004214|OLKM01004214.1 10027","Promoter"
"2300","ENA|OLKM01004214|OLKM01004214.1 10075","Promoter"
"2301","ENA|OLKM01004214|OLKM01004214.1 11230","Intron"
"2302","ENA|OLKM01004217|OLKM01004217.1 18657","Other"
"2303","ENA|OLKM01004217|OLKM01004217.1 18742","Other"
"2304","ENA|OLKM01004221|OLKM01004221.1 9927","Intron"
"2305","ENA|OLKM01004221|OLKM01004221.1 9979","Intron"
"2306","ENA|OLKM01004221|OLKM01004221.1 10296","CDS"
"2307","ENA|OLKM01004222|OLKM01004222.1 8985","Intron"
"2308","ENA|OLKM01004222|OLKM01004222.1 9746","Intron"
"2309","ENA|OLKM01004222|OLKM01004222.1 9770","Intron"
"2310","ENA|OLKM01004222|OLKM01004222.1 9811","Intron"
"2311","ENA|OLKM01004222|OLKM01004222.1 11321","CDS"
"2312","ENA|OLKM01004222|OLKM01004222.1 13321","Intron"
"2313","ENA|OLKM01004222|OLKM01004222.1 13336","Intron"
"2314","ENA|OLKM01004222|OLKM01004222.1 13339","Intron"
"2315","ENA|OLKM01004222|OLKM01004222.1 13349","Intron"
"2316","ENA|OLKM01004222|OLKM01004222.1 16574","Intron"
"2317","ENA|OLKM01004222|OLKM01004222.1 16600","Intron"
"2318","ENA|OLKM01004222|OLKM01004222.1 19814","Intron"
"2319","ENA|OLKM01004222|OLKM01004222.1 19827","Intron"
"2320","ENA|OLKM01004222|OLKM01004222.1 19901","Intron"
"2321","ENA|OLKM01004223|OLKM01004223.1 13492","Other"
"2322","ENA|OLKM01004223|OLKM01004223.1 13929","Other"
"2323","ENA|OLKM01004223|OLKM01004223.1 13942","Other"
"2324","ENA|OLKM01004224|OLKM01004224.1 14236","Other"
"2325","ENA|OLKM01004227|OLKM01004227.1 9040","CDS"
"2326","ENA|OLKM01004227|OLKM01004227.1 9981","CDS"
"2327","ENA|OLKM01004227|OLKM01004227.1 10644","CDS"
"2328","ENA|OLKM01004230|OLKM01004230.1 17726","CDS"
"2329","ENA|OLKM01004235|OLKM01004235.1 7214","Intron"
"2330","ENA|OLKM01004235|OLKM01004235.1 9553","Intron"
"2331","ENA|OLKM01004235|OLKM01004235.1 10009","CDS"
"2332","ENA|OLKM01004235|OLKM01004235.1 14892","Other"
"2333","ENA|OLKM01004237|OLKM01004237.1 20820","Other"
"2334","ENA|OLKM01004237|OLKM01004237.1 21440","Other"
"2335","ENA|OLKM01004237|OLKM01004237.1 21709","Promoter"
"2336","ENA|OLKM01004237|OLKM01004237.1 22230","CDS"
"2337","ENA|OLKM01004253|OLKM01004253.1 3183","CDS"
"2338","ENA|OLKM01004253|OLKM01004253.1 4021","CDS"
"2339","ENA|OLKM01004253|OLKM01004253.1 4150","CDS"
"2340","ENA|OLKM01004253|OLKM01004253.1 8603","Other"
"2341","ENA|OLKM01004264|OLKM01004264.1 7276","Other"
"2342","ENA|OLKM01004264|OLKM01004264.1 7616","Other"
"2343","ENA|OLKM01004267|OLKM01004267.1 6678","Other"
"2344","ENA|OLKM01004267|OLKM01004267.1 7488","Other"
"2345","ENA|OLKM01004267|OLKM01004267.1 10296","Other"
"2346","ENA|OLKM01004275|OLKM01004275.1 10754","Intron"
"2347","ENA|OLKM01004275|OLKM01004275.1 10990","Intron"
"2348","ENA|OLKM01004276|OLKM01004276.1 6784","Other"
"2349","ENA|OLKM01004276|OLKM01004276.1 7417","Other"
"2350","ENA|OLKM01004277|OLKM01004277.1 2676","Other"
"2351","ENA|OLKM01004277|OLKM01004277.1 5687","Intron"
"2352","ENA|OLKM01004281|OLKM01004281.1 1832","Other"
"2353","ENA|OLKM01004281|OLKM01004281.1 1911","Other"
"2354","ENA|OLKM01004281|OLKM01004281.1 1961","Other"
"2355","ENA|OLKM01004283|OLKM01004283.1 21976","Intron"
"2356","ENA|OLKM01004283|OLKM01004283.1 22086","Intron"
"2357","ENA|OLKM01004283|OLKM01004283.1 22169","Intron"
"2358","ENA|OLKM01004284|OLKM01004284.1 13329","Other"
"2359","ENA|OLKM01004285|OLKM01004285.1 2429","Other"
"2360","ENA|OLKM01004285|OLKM01004285.1 2526","Other"
"2361","ENA|OLKM01004285|OLKM01004285.1 4419","Other"
"2362","ENA|OLKM01004292|OLKM01004292.1 16892","Intron"
"2363","ENA|OLKM01004292|OLKM01004292.1 17210","Intron"
"2364","ENA|OLKM01004292|OLKM01004292.1 18518","Intron"
"2365","ENA|OLKM01004292|OLKM01004292.1 18622","Intron"
"2366","ENA|OLKM01004292|OLKM01004292.1 18632","Intron"
"2367","ENA|OLKM01004293|OLKM01004293.1 4471","Intron"
"2368","ENA|OLKM01004294|OLKM01004294.1 425","Other"
"2369","ENA|OLKM01004294|OLKM01004294.1 480","Other"
"2370","ENA|OLKM01004294|OLKM01004294.1 712","Other"
"2371","ENA|OLKM01004294|OLKM01004294.1 1967","Other"
"2372","ENA|OLKM01004294|OLKM01004294.1 4795","Intron"
"2373","ENA|OLKM01004294|OLKM01004294.1 5428","Intron"
"2374","ENA|OLKM01004294|OLKM01004294.1 5487","Intron"
"2375","ENA|OLKM01004294|OLKM01004294.1 5497","Intron"
"2376","ENA|OLKM01004294|OLKM01004294.1 5590","Intron"
"2377","ENA|OLKM01004294|OLKM01004294.1 5765","Intron"
"2378","ENA|OLKM01004294|OLKM01004294.1 5779","Intron"
"2379","ENA|OLKM01004294|OLKM01004294.1 12834","Intron"
"2380","ENA|OLKM01004294|OLKM01004294.1 13694","CDS"
"2381","ENA|OLKM01004296|OLKM01004296.1 12371","Other"
"2382","ENA|OLKM01004297|OLKM01004297.1 9075","Other"
"2383","ENA|OLKM01004297|OLKM01004297.1 12728","Other"
"2384","ENA|OLKM01004299|OLKM01004299.1 10961","Intron"
"2385","ENA|OLKM01004301|OLKM01004301.1 16654","Other"
"2386","ENA|OLKM01004304|OLKM01004304.1 3449","Intron"
"2387","ENA|OLKM01004304|OLKM01004304.1 17225","Other"
"2388","ENA|OLKM01004304|OLKM01004304.1 18553","Other"
"2389","ENA|OLKM01004312|OLKM01004312.1 9146","Intron"
"2390","ENA|OLKM01004312|OLKM01004312.1 9170","Intron"
"2391","ENA|OLKM01004312|OLKM01004312.1 9197","Intron"
"2392","ENA|OLKM01004312|OLKM01004312.1 9246","UTR5"
"2393","ENA|OLKM01004319|OLKM01004319.1 14033","Intron"
"2394","ENA|OLKM01004321|OLKM01004321.1 1915","Other"
"2395","ENA|OLKM01004321|OLKM01004321.1 2256","Other"
"2396","ENA|OLKM01004328|OLKM01004328.1 3427","Other"
"2397","ENA|OLKM01004328|OLKM01004328.1 3796","Other"
"2398","ENA|OLKM01004331|OLKM01004331.1 1019","Intron"
"2399","ENA|OLKM01004331|OLKM01004331.1 1233","Intron"
"2400","ENA|OLKM01004331|OLKM01004331.1 1303","Intron"
"2401","ENA|OLKM01004331|OLKM01004331.1 1498","Intron"
"2402","ENA|OLKM01004331|OLKM01004331.1 4174","Intron"
"2403","ENA|OLKM01004331|OLKM01004331.1 4849","Intron"
"2404","ENA|OLKM01004331|OLKM01004331.1 4913","Intron"
"2405","ENA|OLKM01004331|OLKM01004331.1 5807","CDS"
"2406","ENA|OLKM01004331|OLKM01004331.1 5835","Intron"
"2407","ENA|OLKM01004331|OLKM01004331.1 5867","Intron"
"2408","ENA|OLKM01004331|OLKM01004331.1 6099","Intron"
"2409","ENA|OLKM01004331|OLKM01004331.1 6248","Intron"
"2410","ENA|OLKM01004331|OLKM01004331.1 6383","Intron"
"2411","ENA|OLKM01004331|OLKM01004331.1 8372","Intron"
"2412","ENA|OLKM01004334|OLKM01004334.1 2155","Intron"
"2413","ENA|OLKM01004334|OLKM01004334.1 2197","Intron"
"2414","ENA|OLKM01004336|OLKM01004336.1 1541","Other"
"2415","ENA|OLKM01004336|OLKM01004336.1 7637","CDS"
"2416","ENA|OLKM01004336|OLKM01004336.1 7670","CDS"
"2417","ENA|OLKM01004336|OLKM01004336.1 8927","Intron"
"2418","ENA|OLKM01004336|OLKM01004336.1 10283","Intron"
"2419","ENA|OLKM01004342|OLKM01004342.1 335","Other"
"2420","ENA|OLKM01004342|OLKM01004342.1 14132","Other"
"2421","ENA|OLKM01004342|OLKM01004342.1 14448","Other"
"2422","ENA|OLKM01004348|OLKM01004348.1 18395","Other"
"2423","ENA|OLKM01004349|OLKM01004349.1 21152","Intron"
"2424","ENA|OLKM01004351|OLKM01004351.1 3565","Other"
"2425","ENA|OLKM01004351|OLKM01004351.1 4640","Other"
"2426","ENA|OLKM01004351|OLKM01004351.1 4654","Other"
"2427","ENA|OLKM01004356|OLKM01004356.1 13593","Other"
"2428","ENA|OLKM01004356|OLKM01004356.1 21670","Other"
"2429","ENA|OLKM01004362|OLKM01004362.1 8879","Intron"
"2430","ENA|OLKM01004362|OLKM01004362.1 8913","Intron"
"2431","ENA|OLKM01004363|OLKM01004363.1 7322","Intron"
"2432","ENA|OLKM01004366|OLKM01004366.1 5356","Other"
"2433","ENA|OLKM01004366|OLKM01004366.1 9824","Other"
"2434","ENA|OLKM01004366|OLKM01004366.1 10691","Other"
"2435","ENA|OLKM01004369|OLKM01004369.1 9277","Other"
"2436","ENA|OLKM01004369|OLKM01004369.1 10107","Other"
"2437","ENA|OLKM01004373|OLKM01004373.1 7394","Intron"
"2438","ENA|OLKM01004373|OLKM01004373.1 13356","Intron"
"2439","ENA|OLKM01004373|OLKM01004373.1 16980","Intron"
"2440","ENA|OLKM01004375|OLKM01004375.1 7917","Intron"
"2441","ENA|OLKM01004375|OLKM01004375.1 12827","Intron"
"2442","ENA|OLKM01004375|OLKM01004375.1 13655","Intron"
"2443","ENA|OLKM01004378|OLKM01004378.1 14945","Intron"
"2444","ENA|OLKM01004378|OLKM01004378.1 15559","Intron"
"2445","ENA|OLKM01004381|OLKM01004381.1 9809","Other"
"2446","ENA|OLKM01004381|OLKM01004381.1 9878","Other"
"2447","ENA|OLKM01004381|OLKM01004381.1 10796","Other"
"2448","ENA|OLKM01004383|OLKM01004383.1 21175","Intron"
"2449","ENA|OLKM01004383|OLKM01004383.1 21475","Intron"
"2450","ENA|OLKM01004383|OLKM01004383.1 21532","Intron"
"2451","ENA|OLKM01004383|OLKM01004383.1 22113","CDS"
"2452","ENA|OLKM01004396|OLKM01004396.1 11679","Other"
"2453","ENA|OLKM01004396|OLKM01004396.1 12391","Other"
"2454","ENA|OLKM01004396|OLKM01004396.1 13975","Other"
"2455","ENA|OLKM01004412|OLKM01004412.1 16242","Other"
"2456","ENA|OLKM01004412|OLKM01004412.1 17017","Other"
"2457","ENA|OLKM01004414|OLKM01004414.1 9357","Other"
"2458","ENA|OLKM01004414|OLKM01004414.1 9450","Other"
"2459","ENA|OLKM01004417|OLKM01004417.1 7175","Intron"
"2460","ENA|OLKM01004422|OLKM01004422.1 9569","Other"
"2461","ENA|OLKM01004422|OLKM01004422.1 11664","CDS"
"2462","ENA|OLKM01004425|OLKM01004425.1 12145","Intron"
"2463","ENA|OLKM01004425|OLKM01004425.1 12896","Terminator"
"2464","ENA|OLKM01004427|OLKM01004427.1 2421","Other"
"2465","ENA|OLKM01004427|OLKM01004427.1 6805","Other"
"2466","ENA|OLKM01004427|OLKM01004427.1 7656","Other"
"2467","ENA|OLKM01004428|OLKM01004428.1 15450","Intron"
"2468","ENA|OLKM01004429|OLKM01004429.1 6675","CDS"
"2469","ENA|OLKM01004429|OLKM01004429.1 7645","CDS"
"2470","ENA|OLKM01004429|OLKM01004429.1 8439","Other"
"2471","ENA|OLKM01004429|OLKM01004429.1 8755","Other"
"2472","ENA|OLKM01004429|OLKM01004429.1 8794","Other"
"2473","ENA|OLKM01004429|OLKM01004429.1 8984","Other"
"2474","ENA|OLKM01004429|OLKM01004429.1 10065","CDS"
"2475","ENA|OLKM01004429|OLKM01004429.1 10158","CDS"
"2476","ENA|OLKM01004429|OLKM01004429.1 10545","CDS"
"2477","ENA|OLKM01004429|OLKM01004429.1 11739","Other"
"2478","ENA|OLKM01004430|OLKM01004430.1 8875","Other"
"2479","ENA|OLKM01004432|OLKM01004432.1 11377","Other"
"2480","ENA|OLKM01004432|OLKM01004432.1 16886","Other"
"2481","ENA|OLKM01004432|OLKM01004432.1 17114","Other"
"2482","ENA|OLKM01004432|OLKM01004432.1 17143","Other"
"2483","ENA|OLKM01004435|OLKM01004435.1 11432","Intron"
"2484","ENA|OLKM01004435|OLKM01004435.1 11455","Intron"
"2485","ENA|OLKM01004438|OLKM01004438.1 1396","Other"
"2486","ENA|OLKM01004438|OLKM01004438.1 5763","CDS"
"2487","ENA|OLKM01004438|OLKM01004438.1 9369","Intron"
"2488","ENA|OLKM01004438|OLKM01004438.1 10587","Intron"
"2489","ENA|OLKM01004446|OLKM01004446.1 12763","Intron"
"2490","ENA|OLKM01004455|OLKM01004455.1 16855","Other"
"2491","ENA|OLKM01004455|OLKM01004455.1 17414","Other"
"2492","ENA|OLKM01004455|OLKM01004455.1 17417","Other"
"2493","ENA|OLKM01004460|OLKM01004460.1 5947","Intron"
"2494","ENA|OLKM01004460|OLKM01004460.1 6098","Intron"
"2495","ENA|OLKM01004460|OLKM01004460.1 7112","Intron"
"2496","ENA|OLKM01004460|OLKM01004460.1 8434","Intron"
"2497","ENA|OLKM01004460|OLKM01004460.1 8601","Intron"
"2498","ENA|OLKM01004460|OLKM01004460.1 8617","Intron"
"2499","ENA|OLKM01004460|OLKM01004460.1 8837","Intron"
"2500","ENA|OLKM01004462|OLKM01004462.1 6574","Other"
"2501","ENA|OLKM01004462|OLKM01004462.1 6718","Other"
"2502","ENA|OLKM01004462|OLKM01004462.1 8998","Other"
"2503","ENA|OLKM01004470|OLKM01004470.1 1348","CDS"
"2504","ENA|OLKM01004470|OLKM01004470.1 1709","CDS"
"2505","ENA|OLKM01004470|OLKM01004470.1 1815","CDS"
"2506","ENA|OLKM01004470|OLKM01004470.1 1828","CDS"
"2507","ENA|OLKM01004470|OLKM01004470.1 1850","CDS"
"2508","ENA|OLKM01004470|OLKM01004470.1 1900","CDS"
"2509","ENA|OLKM01004478|OLKM01004478.1 18893","Terminator"
"2510","ENA|OLKM01004487|OLKM01004487.1 537","CDS"
"2511","ENA|OLKM01004487|OLKM01004487.1 737","CDS"
"2512","ENA|OLKM01004487|OLKM01004487.1 1019","CDS"
"2513","ENA|OLKM01004487|OLKM01004487.1 1024","CDS"
"2514","ENA|OLKM01004487|OLKM01004487.1 1101","CDS"
"2515","ENA|OLKM01004487|OLKM01004487.1 1342","CDS"
"2516","ENA|OLKM01004487|OLKM01004487.1 1998","CDS"
"2517","ENA|OLKM01004487|OLKM01004487.1 5522","Other"
"2518","ENA|OLKM01004487|OLKM01004487.1 11986","Other"
"2519","ENA|OLKM01004487|OLKM01004487.1 11988","Other"
"2520","ENA|OLKM01004495|OLKM01004495.1 20703","Intron"
"2521","ENA|OLKM01004495|OLKM01004495.1 20709","Intron"
"2522","ENA|OLKM01004495|OLKM01004495.1 20722","CDS"
"2523","ENA|OLKM01004495|OLKM01004495.1 20792","CDS"
"2524","ENA|OLKM01004495|OLKM01004495.1 20828","CDS"
"2525","ENA|OLKM01004503|OLKM01004503.1 11612","Other"
"2526","ENA|OLKM01004505|OLKM01004505.1 19034","Other"
"2527","ENA|OLKM01004506|OLKM01004506.1 9387","Other"
"2528","ENA|OLKM01004507|OLKM01004507.1 2807","Other"
"2529","ENA|OLKM01004507|OLKM01004507.1 9577","Other"
"2530","ENA|OLKM01004509|OLKM01004509.1 13851","Intron"
"2531","ENA|OLKM01004509|OLKM01004509.1 13990","CDS"
"2532","ENA|OLKM01004509|OLKM01004509.1 18940","Other"
"2533","ENA|OLKM01004509|OLKM01004509.1 20127","Other"
"2534","ENA|OLKM01004514|OLKM01004514.1 6771","Intron"
"2535","ENA|OLKM01004514|OLKM01004514.1 14216","Other"
"2536","ENA|OLKM01004514|OLKM01004514.1 17140","Other"
"2537","ENA|OLKM01004514|OLKM01004514.1 17187","Other"
"2538","ENA|OLKM01004514|OLKM01004514.1 17405","Other"
"2539","ENA|OLKM01004519|OLKM01004519.1 13012","Other"
"2540","ENA|OLKM01004528|OLKM01004528.1 10415","Intron"
"2541","ENA|OLKM01004528|OLKM01004528.1 11894","Intron"
"2542","ENA|OLKM01004528|OLKM01004528.1 12012","Intron"
"2543","ENA|OLKM01004528|OLKM01004528.1 18903","Intron"
"2544","ENA|OLKM01004528|OLKM01004528.1 19056","Intron"
"2545","ENA|OLKM01004536|OLKM01004536.1 12364","Other"
"2546","ENA|OLKM01004536|OLKM01004536.1 12374","Other"
"2547","ENA|OLKM01004537|OLKM01004537.1 2692","Other"
"2548","ENA|OLKM01004537|OLKM01004537.1 3984","Other"
"2549","ENA|OLKM01004537|OLKM01004537.1 4164","Other"
"2550","ENA|OLKM01004537|OLKM01004537.1 6532","Other"
"2551","ENA|OLKM01004537|OLKM01004537.1 6617","Other"
"2552","ENA|OLKM01004537|OLKM01004537.1 6630","Other"
"2553","ENA|OLKM01004538|OLKM01004538.1 11155","Other"
"2554","ENA|OLKM01004542|OLKM01004542.1 6095","Intron"
"2555","ENA|OLKM01004542|OLKM01004542.1 7316","CDS"
"2556","ENA|OLKM01004542|OLKM01004542.1 14063","Other"
"2557","ENA|OLKM01004542|OLKM01004542.1 16152","Other"
"2558","ENA|OLKM01004550|OLKM01004550.1 12773","Intron"
"2559","ENA|OLKM01004558|OLKM01004558.1 12136","Intron"
"2560","ENA|OLKM01004559|OLKM01004559.1 4181","Other"
"2561","ENA|OLKM01004559|OLKM01004559.1 4297","Other"
"2562","ENA|OLKM01004560|OLKM01004560.1 11170","Other"
"2563","ENA|OLKM01004560|OLKM01004560.1 11608","Other"
"2564","ENA|OLKM01004560|OLKM01004560.1 19234","Other"
"2565","ENA|OLKM01004562|OLKM01004562.1 13296","Promoter"
"2566","ENA|OLKM01004562|OLKM01004562.1 13464","CDS"
"2567","ENA|OLKM01004565|OLKM01004565.1 5959","Other"
"2568","ENA|OLKM01004565|OLKM01004565.1 7210","Other"
"2569","ENA|OLKM01004565|OLKM01004565.1 7630","Other"
"2570","ENA|OLKM01004565|OLKM01004565.1 8450","Other"
"2571","ENA|OLKM01004565|OLKM01004565.1 10211","Other"
"2572","ENA|OLKM01004565|OLKM01004565.1 10213","Other"
"2573","ENA|OLKM01004565|OLKM01004565.1 10540","Other"
"2574","ENA|OLKM01004565|OLKM01004565.1 11434","Other"
"2575","ENA|OLKM01004565|OLKM01004565.1 11607","Other"
"2576","ENA|OLKM01004565|OLKM01004565.1 12491","Other"
"2577","ENA|OLKM01004565|OLKM01004565.1 14120","Other"
"2578","ENA|OLKM01004570|OLKM01004570.1 11164","Intron"
"2579","ENA|OLKM01004573|OLKM01004573.1 15279","Other"
"2580","ENA|OLKM01004576|OLKM01004576.1 14007","Other"
"2581","ENA|OLKM01004582|OLKM01004582.1 5518","Other"
"2582","ENA|OLKM01004582|OLKM01004582.1 6077","Other"
"2583","ENA|OLKM01004582|OLKM01004582.1 6109","Other"
"2584","ENA|OLKM01004582|OLKM01004582.1 7994","Intron"
"2585","ENA|OLKM01004603|OLKM01004603.1 8577","Intron"
"2586","ENA|OLKM01004619|OLKM01004619.1 118","CDS"
"2587","ENA|OLKM01004619|OLKM01004619.1 643","CDS"
"2588","ENA|OLKM01004619|OLKM01004619.1 695","CDS"
"2589","ENA|OLKM01004619|OLKM01004619.1 1072","Terminator"
"2590","ENA|OLKM01004619|OLKM01004619.1 1077","Terminator"
"2591","ENA|OLKM01004619|OLKM01004619.1 1636","Other"
"2592","ENA|OLKM01004619|OLKM01004619.1 1958","Other"
"2593","ENA|OLKM01004620|OLKM01004620.1 9227","CDS"
"2594","ENA|OLKM01004621|OLKM01004621.1 18193","CDS"
"2595","ENA|OLKM01004632|OLKM01004632.1 9921","Intron"
"2596","ENA|OLKM01004639|OLKM01004639.1 3070","CDS"
"2597","ENA|OLKM01004642|OLKM01004642.1 4836","Other"
"2598","ENA|OLKM01004653|OLKM01004653.1 3147","CDS"
"2599","ENA|OLKM01004653|OLKM01004653.1 3945","Other"
"2600","ENA|OLKM01004653|OLKM01004653.1 4069","Other"
"2601","ENA|OLKM01004653|OLKM01004653.1 4753","Other"
"2602","ENA|OLKM01004653|OLKM01004653.1 4840","Other"
"2603","ENA|OLKM01004653|OLKM01004653.1 4895","Other"
"2604","ENA|OLKM01004653|OLKM01004653.1 4994","Other"
"2605","ENA|OLKM01004653|OLKM01004653.1 5020","Other"
"2606","ENA|OLKM01004653|OLKM01004653.1 7297","Intron"
"2607","ENA|OLKM01004653|OLKM01004653.1 19161","Intron"
"2608","ENA|OLKM01004659|OLKM01004659.1 5547","Other"
"2609","ENA|OLKM01004661|OLKM01004661.1 3729","Other"
"2610","ENA|OLKM01004661|OLKM01004661.1 3801","Other"
"2611","ENA|OLKM01004661|OLKM01004661.1 3888","Other"
"2612","ENA|OLKM01004661|OLKM01004661.1 4454","Other"
"2613","ENA|OLKM01004661|OLKM01004661.1 8548","Other"
"2614","ENA|OLKM01004661|OLKM01004661.1 8966","Other"
"2615","ENA|OLKM01004661|OLKM01004661.1 12835","Intron"
"2616","ENA|OLKM01004661|OLKM01004661.1 14060","Intron"
"2617","ENA|OLKM01004661|OLKM01004661.1 14204","Intron"
"2618","ENA|OLKM01004662|OLKM01004662.1 6688","Intron"
"2619","ENA|OLKM01004662|OLKM01004662.1 8297","Intron"
"2620","ENA|OLKM01004662|OLKM01004662.1 8384","Intron"
"2621","ENA|OLKM01004663|OLKM01004663.1 1575","Other"
"2622","ENA|OLKM01004665|OLKM01004665.1 2686","Other"
"2623","ENA|OLKM01004665|OLKM01004665.1 2757","Other"
"2624","ENA|OLKM01004665|OLKM01004665.1 2759","Other"
"2625","ENA|OLKM01004665|OLKM01004665.1 2813","Other"
"2626","ENA|OLKM01004665|OLKM01004665.1 2853","Other"
"2627","ENA|OLKM01004668|OLKM01004668.1 5826","Intron"
"2628","ENA|OLKM01004668|OLKM01004668.1 6105","Intron"
"2629","ENA|OLKM01004668|OLKM01004668.1 6144","Intron"
"2630","ENA|OLKM01004668|OLKM01004668.1 7931","Intron"
"2631","ENA|OLKM01004668|OLKM01004668.1 13350","Intron"
"2632","ENA|OLKM01004668|OLKM01004668.1 13360","Intron"
"2633","ENA|OLKM01004669|OLKM01004669.1 6882","Intron"
"2634","ENA|OLKM01004669|OLKM01004669.1 6909","Intron"
"2635","ENA|OLKM01004669|OLKM01004669.1 6911","Intron"
"2636","ENA|OLKM01004669|OLKM01004669.1 6924","Intron"
"2637","ENA|OLKM01004669|OLKM01004669.1 8026","CDS"
"2638","ENA|OLKM01004669|OLKM01004669.1 8055","CDS"
"2639","ENA|OLKM01004684|OLKM01004684.1 6096","Other"
"2640","ENA|OLKM01004684|OLKM01004684.1 12354","Intron"
"2641","ENA|OLKM01004684|OLKM01004684.1 12433","Intron"
"2642","ENA|OLKM01004684|OLKM01004684.1 14799","CDS"
"2643","ENA|OLKM01004687|OLKM01004687.1 3368","Other"
"2644","ENA|OLKM01004687|OLKM01004687.1 3427","Other"
"2645","ENA|OLKM01004687|OLKM01004687.1 5269","Other"
"2646","ENA|OLKM01004687|OLKM01004687.1 7883","Other"
"2647","ENA|OLKM01004687|OLKM01004687.1 9319","Other"
"2648","ENA|OLKM01004687|OLKM01004687.1 10252","Other"
"2649","ENA|OLKM01004688|OLKM01004688.1 11281","Other"
"2650","ENA|OLKM01004689|OLKM01004689.1 13643","Intron"
"2651","ENA|OLKM01004689|OLKM01004689.1 13725","Intron"
"2652","ENA|OLKM01004691|OLKM01004691.1 2722","Intron"
"2653","ENA|OLKM01004691|OLKM01004691.1 5625","Intron"
"2654","ENA|OLKM01004691|OLKM01004691.1 10721","Other"
