"","Loc","scaffold","position","Function"
"1109","ENA|OLKM01002083|OLKM01002083.1 31586","OLKM01002083.1",31587,"Name=MEAE_00072695;Alias=genemark-MeA_20160214_scaffold_2082-processed-gene-0.6;Note=Protein of unknown function;Dbxref=InterPro:IPR006574,InterPro:IPR008985,PANTHER:PTHR24103,PANTHER:PTHR24103:SF250,Pfam:PF13765,SUPERFAMILY:SSF49899;"
"1109.2","ENA|OLKM01002083|OLKM01002083.1 31586","OLKM01002083.1",31587,"Name=MEAE_00072694;Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55;Note=Protein of unknown function;"
"1110","ENA|OLKM01002083|OLKM01002083.1 32457","OLKM01002083.1",32458,"Name=MEAE_00072695;Alias=genemark-MeA_20160214_scaffold_2082-processed-gene-0.6;Note=Protein of unknown function;Dbxref=InterPro:IPR006574,InterPro:IPR008985,PANTHER:PTHR24103,PANTHER:PTHR24103:SF250,Pfam:PF13765,SUPERFAMILY:SSF49899;"
"1110.2","ENA|OLKM01002083|OLKM01002083.1 32457","OLKM01002083.1",32458,"Name=MEAE_00072694;Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55;Note=Protein of unknown function;"
"1111","ENA|OLKM01002083|OLKM01002083.1 37386","OLKM01002083.1",37387,"Name=MEAE_00072694;Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55;Note=Protein of unknown function;"
"1112","ENA|OLKM01002083|OLKM01002083.1 37396","OLKM01002083.1",37397,"Name=MEAE_00072694;Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55;Note=Protein of unknown function;"
"1114","ENA|OLKM01002100|OLKM01002100.1 21172","OLKM01002100.1",21173,"Name=MEAE_00072900;Alias=maker-MeA_20160214_scaffold_2099-snap-gene-0.21;Note=Protein of unknown function;"
"1115","ENA|OLKM01002101|OLKM01002101.1 3021","OLKM01002101.1",3022,"Name=MEAE_00072901;Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39;Note=Protein of unknown function;"
"1116","ENA|OLKM01002101|OLKM01002101.1 3024","OLKM01002101.1",3025,"Name=MEAE_00072901;Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39;Note=Protein of unknown function;"
"1117","ENA|OLKM01002101|OLKM01002101.1 3075","OLKM01002101.1",3076,"Name=MEAE_00072901;Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39;Note=Protein of unknown function;"
"1118","ENA|OLKM01002101|OLKM01002101.1 3625","OLKM01002101.1",3626,"Name=MEAE_00072901;Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39;Note=Protein of unknown function;"
"1119","ENA|OLKM01002101|OLKM01002101.1 4552","OLKM01002101.1",4553,"Name=MEAE_00072901;Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39;Note=Protein of unknown function;"
"1120","ENA|OLKM01002101|OLKM01002101.1 7660","OLKM01002101.1",7661,"Name=MEAE_00072901;Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39;Note=Protein of unknown function;"
"1121","ENA|OLKM01002102|OLKM01002102.1 16684","OLKM01002102.1",16685,"Name=MEAE_00072916;Alias=maker-MeA_20160214_scaffold_2101-snap-gene-0.60;Note=Similar to Slc6a13: Sodium- and chloride-dependent GABA transporter 2 (Rattus norvegicus);Dbxref=InterPro:IPR000175,PANTHER:PTHR11616,PANTHER:PTHR11616:SF111,PRINTS:PR00176,Pfam:PF00209,ProSitePatterns:PS00610,ProSitePatterns:PS00754,ProSiteProfiles:PS50267,SUPERFAMILY:SSF161070;Ontology_term=GO:0005328,GO:0006836,GO:0016021;"
"1122","ENA|OLKM01002102|OLKM01002102.1 52262","OLKM01002102.1",52263,"Name=MEAE_00072922;Alias=snap_masked-MeA_20160214_scaffold_2101-processed-gene-0.42;Note=Similar to ZBED1: Zinc finger BED domain-containing protein 1 (Homo sapiens);Dbxref=InterPro:IPR012337,PANTHER:PTHR23272,PANTHER:PTHR23272:SF5,SUPERFAMILY:SSF53098;Ontology_term=GO:0003676;"
"1123","ENA|OLKM01002106|OLKM01002106.1 64513","OLKM01002106.1",64514,"Name=MEAE_00072990;Alias=maker-MeA_20160214_scaffold_2105-augustus-gene-0.40;Note=Similar to TBC1D15: TBC1 domain family member 15 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.8.270,InterPro:IPR000195,PANTHER:PTHR22957,PANTHER:PTHR22957:SF250,Pfam:PF00566,ProSiteProfiles:PS50086,SMART:SM00164,SUPERFAMILY:SSF47923;Ontology_term=GO:0005097,GO:0032313;"
"1124","ENA|OLKM01002108|OLKM01002108.1 28923","OLKM01002108.1",28924,"Name=MEAE_00073017;Alias=maker-MeA_20160214_scaffold_2107-snap-gene-0.44;Note=Similar to DYRK4: Dual specificity tyrosine-phosphorylation-regulated kinase 4 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR002290,InterPro:IPR011009,PANTHER:PTHR24058,PANTHER:PTHR24058:SF22,Pfam:PF00069,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468,GO:0016772;"
"1125","ENA|OLKM01002108|OLKM01002108.1 38412","OLKM01002108.1",38413,"Name=MEAE_00073017;Alias=maker-MeA_20160214_scaffold_2107-snap-gene-0.44;Note=Similar to DYRK4: Dual specificity tyrosine-phosphorylation-regulated kinase 4 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR002290,InterPro:IPR011009,PANTHER:PTHR24058,PANTHER:PTHR24058:SF22,Pfam:PF00069,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468,GO:0016772;"
"1126","ENA|OLKM01002108|OLKM01002108.1 38533","OLKM01002108.1",38534,"Name=MEAE_00073017;Alias=maker-MeA_20160214_scaffold_2107-snap-gene-0.44;Note=Similar to DYRK4: Dual specificity tyrosine-phosphorylation-regulated kinase 4 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR002290,InterPro:IPR011009,PANTHER:PTHR24058,PANTHER:PTHR24058:SF22,Pfam:PF00069,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468,GO:0016772;"
"1127","ENA|OLKM01002108|OLKM01002108.1 56331","OLKM01002108.1",56332,"Name=MEAE_00073020;Alias=snap_masked-MeA_20160214_scaffold_2107-processed-gene-0.34;Note=Protein of unknown function;"
"1128","ENA|OLKM01002110|OLKM01002110.1 46111","OLKM01002110.1",46112,"Name=MEAE_00073045;Alias=maker-MeA_20160214_scaffold_2109-snap-gene-0.66;Note=Similar to GIN1: Gypsy retrotransposon integrase-like protein 1 (Rattus norvegicus);"
"1129","ENA|OLKM01002110|OLKM01002110.1 58210","OLKM01002110.1",58211,"Name=MEAE_00073046;Alias=maker-MeA_20160214_scaffold_2109-snap-gene-0.69;Note=Similar to GANAB: Neutral alpha-glucosidase AB (Homo sapiens);Dbxref=InterPro:IPR000322,InterPro:IPR011013,InterPro:IPR017853,InterPro:IPR025887,PANTHER:PTHR22762,PANTHER:PTHR22762:SF51,Pfam:PF01055,Pfam:PF13802,SUPERFAMILY:SSF51011,SUPERFAMILY:SSF51445,SUPERFAMILY:SSF74650;Ontology_term=GO:0003824,GO:0004553,GO:0005975,GO:0030246;"
"1135","ENA|OLKM01002121|OLKM01002121.1 70448","OLKM01002121.1",70449,"Name=MEAE_00073199;Alias=maker-MeA_20160214_scaffold_2120-snap-gene-0.55;Note=Similar to ABHD12B: Protein ABHD12B (Homo sapiens);Dbxref=Gene3D:G3DSA:3.40.50.1820,InterPro:IPR029058,InterPro:IPR029059,PANTHER:PTHR12277,PANTHER:PTHR12277:SF49,Pfam:PF12695,SUPERFAMILY:SSF53474;"
"1136","ENA|OLKM01002122|OLKM01002122.1 73678","OLKM01002122.1",73679,"Name=MEAE_00073204;Alias=augustus_masked-MeA_20160214_scaffold_2121-processed-gene-0.19;Note=Protein of unknown function;"
"1137","ENA|OLKM01002125|OLKM01002125.1 8086","OLKM01002125.1",8087,"Name=MEAE_00073231;Alias=maker-MeA_20160214_scaffold_2124-augustus-gene-0.36;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:2.60.40.10,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR015373,PANTHER:PTHR20859,Pfam:PF01108,Pfam:PF09294,SUPERFAMILY:SSF49265;Ontology_term=GO:0005515;"
"1137.4","ENA|OLKM01002125|OLKM01002125.1 8086","OLKM01002125.1",8087,"Name=MEAE_00073232;Alias=snap_masked-MeA_20160214_scaffold_2124-processed-gene-0.23;Note=Protein of unknown function;"
"1138","ENA|OLKM01002125|OLKM01002125.1 50451","OLKM01002125.1",50452,"Name=MEAE_00073236;Alias=maker-MeA_20160214_scaffold_2124-snap-gene-0.40;Note=Similar to faah2a: Fatty-acid amide hydrolase 2-A (Danio rerio);Dbxref=Gene3D:G3DSA:3.90.1300.10,InterPro:IPR000120,InterPro:IPR023631,PANTHER:PTHR11895,PANTHER:PTHR11895:SF66,Pfam:PF01425,SUPERFAMILY:SSF75304;Ontology_term=GO:0016884;"
"1138.2","ENA|OLKM01002125|OLKM01002125.1 50451","OLKM01002125.1",50452,"Name=MEAE_00073237;Alias=snap_masked-MeA_20160214_scaffold_2124-processed-gene-0.33;Note=Protein of unknown function;"
"1142","ENA|OLKM01002129|OLKM01002129.1 10925","OLKM01002129.1",10926,"Name=MEAE_00073278;Alias=maker-MeA_20160214_scaffold_2128-augustus-gene-0.21;Note=Similar to THAP10: THAP domain-containing protein 10 (Pongo abelii);Dbxref=InterPro:IPR006612,PANTHER:PTHR31751,PANTHER:PTHR31751:SF3,Pfam:PF05485,ProSiteProfiles:PS50950,SMART:SM00692,SMART:SM00980,SUPERFAMILY:SSF57716;Ontology_term=GO:0003676;"
"1143","ENA|OLKM01002129|OLKM01002129.1 54284","OLKM01002129.1",54285,"Name=MEAE_00073284;Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19;Note=Protein of unknown function;"
"1144","ENA|OLKM01002129|OLKM01002129.1 54334","OLKM01002129.1",54335,"Name=MEAE_00073284;Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19;Note=Protein of unknown function;"
"1145","ENA|OLKM01002129|OLKM01002129.1 54346","OLKM01002129.1",54347,"Name=MEAE_00073284;Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19;Note=Protein of unknown function;"
"1146","ENA|OLKM01002129|OLKM01002129.1 54659","OLKM01002129.1",54660,"Name=MEAE_00073284;Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19;Note=Protein of unknown function;"
"1147","ENA|OLKM01002129|OLKM01002129.1 55695","OLKM01002129.1",55696,"Name=MEAE_00073284;Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19;Note=Protein of unknown function;"
"1148","ENA|OLKM01002130|OLKM01002130.1 9284","OLKM01002130.1",9285,"Name=MEAE_00073289;Alias=maker-MeA_20160214_scaffold_2129-snap-gene-0.44;Note=Similar to Kmt2b: Histone-lysine N-methyltransferase 2B (Mus musculus);Dbxref=Coils:Coil,Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001214,InterPro:IPR001965,InterPro:IPR002857,InterPro:IPR003616,InterPro:IPR003889,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019787,PANTHER:PTHR22884,PANTHER:PTHR22884:SF318,Pfam:PF00628,Pfam:PF00856,Pfam:PF02008,Pfam:PF05965,Pfam:PF13771,ProSiteProfiles:PS50016,ProSiteProfiles:PS50280,ProSiteProfiles:PS50868,ProSiteProfiles:PS51058,ProSiteProfiles:PS51543,SMART:SM00249,SMART:SM00317,SMART:SM00542,SUPERFAMILY:SSF57903,SUPERFAMILY:SSF82199;Ontology_term=GO:0003677,GO:0005515,GO:0005634,GO:0008270;"
"1150","ENA|OLKM01002144|OLKM01002144.1 32436","OLKM01002144.1",32437,"Name=MEAE_00073497;Alias=genemark-MeA_20160214_scaffold_2143-processed-gene-0.2;Note=Similar to ADGRF5: Adhesion G protein-coupled receptor F5 (Homo sapiens);Dbxref=InterPro:IPR000203,InterPro:IPR000832,InterPro:IPR017981,PANTHER:PTHR12011,PANTHER:PTHR12011:SF272,PRINTS:PR00249,Pfam:PF00002,Pfam:PF01825,ProSiteProfiles:PS50221,ProSiteProfiles:PS50261,SMART:SM00303;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0007218,GO:0016020,GO:0016021;"
"1151","ENA|OLKM01002145|OLKM01002145.1 48711","OLKM01002145.1",48712,"Name=MEAE_00073513;Alias=snap_masked-MeA_20160214_scaffold_2144-processed-gene-0.22;Note=Similar to st6gal2: Beta-galactoside alpha-2%2C6-sialyltransferase 2 (Takifugu rubripes);Dbxref=Coils:Coil,InterPro:IPR001675,InterPro:IPR008906,PANTHER:PTHR13713,PANTHER:PTHR13713:SF48,Pfam:PF00777,Pfam:PF05699;Ontology_term=GO:0006486,GO:0008373,GO:0046983;"
"1156","ENA|OLKM01002150|OLKM01002150.1 52648","OLKM01002150.1",52649,"Name=MEAE_00073585;Alias=maker-MeA_20160214_scaffold_2149-augustus-gene-0.29;Note=Similar to GABRA2: Gamma-aminobutyric acid receptor subunit alpha-2 (Pongo abelii);Dbxref=Gene3D:G3DSA:1.20.58.390,Gene3D:G3DSA:2.70.170.10,InterPro:IPR001390,InterPro:IPR006028,InterPro:IPR006029,InterPro:IPR006201,InterPro:IPR006202,InterPro:IPR018000,PANTHER:PTHR18945,PANTHER:PTHR18945:SF218,PRINTS:PR00252,PRINTS:PR00253,PRINTS:PR01079,Pfam:PF02931,Pfam:PF02932,ProSitePatterns:PS00236,SUPERFAMILY:SSF63712,SUPERFAMILY:SSF90112,TIGRFAM:TIGR00860;Ontology_term=GO:0004890,GO:0005216,GO:0005230,GO:0006810,GO:0006811,GO:0016020,GO:0016021;"
"1157","ENA|OLKM01002154|OLKM01002154.1 77577","OLKM01002154.1",77578,"Name=MEAE_00073622;Alias=maker-MeA_20160214_scaffold_2153-snap-gene-0.47;Note=Similar to DIP2A: Disco-interacting protein 2 homolog A (Homo sapiens);Dbxref=InterPro:IPR010506,PANTHER:PTHR22754,PANTHER:PTHR22754:SF24,Pfam:PF06464;Ontology_term=GO:0005634,GO:0008134;"
"1158","ENA|OLKM01002159|OLKM01002159.1 2294","OLKM01002159.1",2295,"Name=MEAE_00073684;Alias=maker-MeA_20160214_scaffold_2158-snap-gene-0.46;Note=Similar to PCDH17: Protocadherin-17 (Homo sapiens);Dbxref=Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR013164,InterPro:IPR015919,InterPro:IPR020894,PANTHER:PTHR24028,PANTHER:PTHR24028:SF41,PRINTS:PR00205,Pfam:PF00028,Pfam:PF08266,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;"
"1159","ENA|OLKM01002159|OLKM01002159.1 2300","OLKM01002159.1",2301,"Name=MEAE_00073684;Alias=maker-MeA_20160214_scaffold_2158-snap-gene-0.46;Note=Similar to PCDH17: Protocadherin-17 (Homo sapiens);Dbxref=Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR013164,InterPro:IPR015919,InterPro:IPR020894,PANTHER:PTHR24028,PANTHER:PTHR24028:SF41,PRINTS:PR00205,Pfam:PF00028,Pfam:PF08266,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;"
"1160","ENA|OLKM01002159|OLKM01002159.1 2320","OLKM01002159.1",2321,"Name=MEAE_00073684;Alias=maker-MeA_20160214_scaffold_2158-snap-gene-0.46;Note=Similar to PCDH17: Protocadherin-17 (Homo sapiens);Dbxref=Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR013164,InterPro:IPR015919,InterPro:IPR020894,PANTHER:PTHR24028,PANTHER:PTHR24028:SF41,PRINTS:PR00205,Pfam:PF00028,Pfam:PF08266,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;"
"1162","ENA|OLKM01002173|OLKM01002173.1 67788","OLKM01002173.1",67789,"Name=MEAE_00073867;Alias=maker-MeA_20160214_scaffold_2172-snap-gene-0.26;Note=Protein of unknown function;"
"1163","ENA|OLKM01002173|OLKM01002173.1 67900","OLKM01002173.1",67901,"Name=MEAE_00073867;Alias=maker-MeA_20160214_scaffold_2172-snap-gene-0.26;Note=Protein of unknown function;"
"1164","ENA|OLKM01002173|OLKM01002173.1 67919","OLKM01002173.1",67920,"Name=MEAE_00073867;Alias=maker-MeA_20160214_scaffold_2172-snap-gene-0.26;Note=Protein of unknown function;"
"1166","ENA|OLKM01002178|OLKM01002178.1 53000","OLKM01002178.1",53001,"Name=MEAE_00073918;Alias=snap_masked-MeA_20160214_scaffold_2177-processed-gene-0.43;Note=Protein of unknown function;"
"1166.4","ENA|OLKM01002178|OLKM01002178.1 53000","OLKM01002178.1",53001,"Name=MEAE_00073917;Alias=augustus_masked-MeA_20160214_scaffold_2177-processed-gene-0.33;Note=Similar to TRIM39: E3 ubiquitin-protein ligase TRIM39 (Pan troglodytes);Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.40.10,Gene3D:G3DSA:4.10.45.10,InterPro:IPR000315,InterPro:IPR001841,InterPro:IPR001870,InterPro:IPR003877,InterPro:IPR003879,InterPro:IPR006574,InterPro:IPR008985,InterPro:IPR013083,InterPro:IPR017907,InterPro:IPR018355,InterPro:IPR018957,PANTHER:PTHR24103,PANTHER:PTHR24103:SF245,PRINTS:PR01407,Pfam:PF00097,Pfam:PF00622,Pfam:PF00643,Pfam:PF13765,ProSitePatterns:PS00518,ProSiteProfiles:PS50089,ProSiteProfiles:PS50119,ProSiteProfiles:PS50188,SMART:SM00184,SMART:SM00336,SMART:SM00449,SMART:SM00589,SUPERFAMILY:SSF49899,SUPERFAMILY:SSF57845,SUPERFAMILY:SSF57850;Ontology_term=GO:0005515,GO:0005622,GO:0008270,GO:0046872;"
"1178","ENA|OLKM01002190|OLKM01002190.1 76429","OLKM01002190.1",76430,"Name=MEAE_00074046;Alias=snap_masked-MeA_20160214_scaffold_2189-processed-gene-0.28;Note=Protein of unknown function;Dbxref=PANTHER:PTHR31751,PANTHER:PTHR31751:SF3;"
"1179","ENA|OLKM01002195|OLKM01002195.1 48886","OLKM01002195.1",48887,"Name=MEAE_00074086;Alias=genemark-MeA_20160214_scaffold_2194-processed-gene-0.7;Note=Similar to vipr1: Vasoactive intestinal polypeptide receptor (Carassius auratus);Dbxref=InterPro:IPR000832,InterPro:IPR017981,PANTHER:PTHR12011,PANTHER:PTHR12011:SF31,Pfam:PF00002,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;"
"1180","ENA|OLKM01002195|OLKM01002195.1 51947","OLKM01002195.1",51948,"Name=MEAE_00074086;Alias=genemark-MeA_20160214_scaffold_2194-processed-gene-0.7;Note=Similar to vipr1: Vasoactive intestinal polypeptide receptor (Carassius auratus);Dbxref=InterPro:IPR000832,InterPro:IPR017981,PANTHER:PTHR12011,PANTHER:PTHR12011:SF31,Pfam:PF00002,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;"
"1181","ENA|OLKM01002195|OLKM01002195.1 52077","OLKM01002195.1",52078,"Name=MEAE_00074086;Alias=genemark-MeA_20160214_scaffold_2194-processed-gene-0.7;Note=Similar to vipr1: Vasoactive intestinal polypeptide receptor (Carassius auratus);Dbxref=InterPro:IPR000832,InterPro:IPR017981,PANTHER:PTHR12011,PANTHER:PTHR12011:SF31,Pfam:PF00002,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;"
"1183","ENA|OLKM01002200|OLKM01002200.1 72591","OLKM01002200.1",72592,"Name=MEAE_00074145;Alias=maker-MeA_20160214_scaffold_2199-augustus-gene-0.49;Note=Protein of unknown function;"
"1183.2","ENA|OLKM01002200|OLKM01002200.1 72591","OLKM01002200.1",72592,"Name=MEAE_00074144;Alias=snap_masked-MeA_20160214_scaffold_2199-processed-gene-0.37;Note=Protein of unknown function;"
"1184","ENA|OLKM01002212|OLKM01002212.1 66092","OLKM01002212.1",66093,"Name=MEAE_00074268;Alias=maker-MeA_20160214_scaffold_2211-snap-gene-0.36;Note=Similar to GJA1: Gap junction alpha-1 protein (Gallus gallus);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.1440.80,InterPro:IPR000500,InterPro:IPR013092,InterPro:IPR017990,InterPro:IPR019570,PANTHER:PTHR11984,PANTHER:PTHR11984:SF33,PRINTS:PR00206,Pfam:PF00029,Pfam:PF10582,ProSitePatterns:PS00407,SMART:SM00037,SMART:SM01089,SUPERFAMILY:SSF118220;Ontology_term=GO:0005922,GO:0007154;"
"1184.2","ENA|OLKM01002212|OLKM01002212.1 66092","OLKM01002212.1",66093,"Name=MEAE_00074269;Alias=snap_masked-MeA_20160214_scaffold_2211-processed-gene-0.27;Note=Protein of unknown function;"
"1185","ENA|OLKM01002212|OLKM01002212.1 66112","OLKM01002212.1",66113,"Name=MEAE_00074268;Alias=maker-MeA_20160214_scaffold_2211-snap-gene-0.36;Note=Similar to GJA1: Gap junction alpha-1 protein (Gallus gallus);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.1440.80,InterPro:IPR000500,InterPro:IPR013092,InterPro:IPR017990,InterPro:IPR019570,PANTHER:PTHR11984,PANTHER:PTHR11984:SF33,PRINTS:PR00206,Pfam:PF00029,Pfam:PF10582,ProSitePatterns:PS00407,SMART:SM00037,SMART:SM01089,SUPERFAMILY:SSF118220;Ontology_term=GO:0005922,GO:0007154;"
"1185.2","ENA|OLKM01002212|OLKM01002212.1 66112","OLKM01002212.1",66113,"Name=MEAE_00074269;Alias=snap_masked-MeA_20160214_scaffold_2211-processed-gene-0.27;Note=Protein of unknown function;"
"1188","ENA|OLKM01002242|OLKM01002242.1 21215","OLKM01002242.1",21216,"Name=MEAE_00074587;Alias=augustus_masked-MeA_20160214_scaffold_2241-processed-gene-0.20;Note=Similar to PRKX: cAMP-dependent protein kinase catalytic subunit PRKX (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR000961,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441,PANTHER:PTHR24353,Pfam:PF00069,ProSitePatterns:PS00107,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,SMART:SM00133,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772;"
"1189","ENA|OLKM01002249|OLKM01002249.1 35671","OLKM01002249.1",35672,"Name=MEAE_00074662;Alias=snap_masked-MeA_20160214_scaffold_2248-processed-gene-0.42;Note=Protein of unknown function;Dbxref=SUPERFAMILY:SSF101447;"
"1190","ENA|OLKM01002249|OLKM01002249.1 35758","OLKM01002249.1",35759,"Name=MEAE_00074662;Alias=snap_masked-MeA_20160214_scaffold_2248-processed-gene-0.42;Note=Protein of unknown function;Dbxref=SUPERFAMILY:SSF101447;"
"1191","ENA|OLKM01002257|OLKM01002257.1 27039","OLKM01002257.1",27040,"Name=MEAE_00074732;Alias=maker-MeA_20160214_scaffold_2256-snap-gene-0.32;Note=Similar to CDC73: Parafibromin (Gallus gallus);Dbxref=InterPro:IPR007852,PANTHER:PTHR12466,PANTHER:PTHR12466:SF8,Pfam:PF05179;"
"1194","ENA|OLKM01002266|OLKM01002266.1 40555","OLKM01002266.1",40556,"Name=MEAE_00074821;Alias=maker-MeA_20160214_scaffold_2265-snap-gene-0.32;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.40.50.1110,InterPro:IPR013831,SUPERFAMILY:SSF52266;Ontology_term=GO:0016787;"
"1195","ENA|OLKM01002266|OLKM01002266.1 41350","OLKM01002266.1",41351,"Name=MEAE_00074821;Alias=maker-MeA_20160214_scaffold_2265-snap-gene-0.32;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.40.50.1110,InterPro:IPR013831,SUPERFAMILY:SSF52266;Ontology_term=GO:0016787;"
"1196","ENA|OLKM01002266|OLKM01002266.1 41567","OLKM01002266.1",41568,"Name=MEAE_00074821;Alias=maker-MeA_20160214_scaffold_2265-snap-gene-0.32;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.40.50.1110,InterPro:IPR013831,SUPERFAMILY:SSF52266;Ontology_term=GO:0016787;"
"1200","ENA|OLKM01002267|OLKM01002267.1 65876","OLKM01002267.1",65877,"Name=MEAE_00074836;Alias=snap_masked-MeA_20160214_scaffold_2266-processed-gene-0.35;Note=Protein of unknown function;"
"1201","ENA|OLKM01002267|OLKM01002267.1 66168","OLKM01002267.1",66169,"Name=MEAE_00074836;Alias=snap_masked-MeA_20160214_scaffold_2266-processed-gene-0.35;Note=Protein of unknown function;"
"1205","ENA|OLKM01002275|OLKM01002275.1 23894","OLKM01002275.1",23895,"Name=MEAE_00074906;Alias=maker-MeA_20160214_scaffold_2274-snap-gene-0.42;Note=Similar to Slc4a10: Sodium-driven chloride bicarbonate exchanger (Rattus norvegicus);Dbxref=Gene3D:G3DSA:1.10.287.570,InterPro:IPR003020,InterPro:IPR011531,PANTHER:PTHR11453,PANTHER:PTHR11453:SF32,PRINTS:PR01231,Pfam:PF00955;Ontology_term=GO:0005452,GO:0006820,GO:0016020,GO:0016021;"
"1207","ENA|OLKM01002278|OLKM01002278.1 44124","OLKM01002278.1",44125,"Name=MEAE_00074940;Alias=maker-MeA_20160214_scaffold_2277-snap-gene-0.48;Note=Similar to KDM5C: Lysine-specific demethylase 5C (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.150.60,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001606,InterPro:IPR001965,InterPro:IPR003347,InterPro:IPR003349,InterPro:IPR004198,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR013637,InterPro:IPR019786,InterPro:IPR019787,PANTHER:PTHR10694,PANTHER:PTHR10694:SF39,Pfam:PF00628,Pfam:PF01388,Pfam:PF02373,Pfam:PF02375,Pfam:PF02928,Pfam:PF08429,ProSitePatterns:PS01359,ProSiteProfiles:PS50016,ProSiteProfiles:PS51011,ProSiteProfiles:PS51183,ProSiteProfiles:PS51184,SMART:SM00249,SMART:SM00501,SMART:SM00545,SMART:SM00558,SMART:SM01014,SUPERFAMILY:SSF46774,SUPERFAMILY:SSF51197,SUPERFAMILY:SSF57903;Ontology_term=GO:0003677,GO:0005515,GO:0005622,GO:0005634,GO:0008270,GO:0016706,GO:0055114;"
